Date,Time,Temp (°C) c:1
07/23/21,11:00:00,22.333
07/23/21,11:15:00,23.869
07/23/21,11:30:00,25.028
07/23/21,11:45:00,26.195
07/23/21,12:00:00,27.272
07/23/21,12:15:00,28.357
07/23/21,12:30:00,29.152
07/23/21,12:45:00,29.752
07/23/21,13:00:00,30.558
07/23/21,13:15:00,31.574
07/23/21,13:30:00,32.188
07/23/21,13:45:00,29.953
07/23/21,14:00:00,25.416
07/23/21,14:15:00,25.125
07/23/21,14:30:00,22.142
07/23/21,14:45:00,21.855
07/23/21,15:00:00,21.091
07/23/21,15:15:00,18.331
07/23/21,15:30:00,15.569
07/23/21,15:45:00,14.230
07/23/21,16:00:00,14.134
07/23/21,16:15:00,14.134
07/23/21,16:30:00,13.846
07/23/21,16:45:00,13.846
07/23/21,17:00:00,13.654
07/23/21,17:15:00,13.365
07/23/21,17:30:00,13.365
07/23/21,17:45:00,13.365
07/23/21,18:00:00,13.558
07/23/21,18:15:00,13.461
07/23/21,18:30:00,13.558
07/23/21,18:45:00,13.654
07/23/21,19:00:00,13.654
07/23/21,19:15:00,13.654
07/23/21,19:30:00,13.558
07/23/21,19:45:00,13.558
07/23/21,20:00:00,13.558
07/23/21,20:15:00,13.558
07/23/21,20:30:00,13.558
07/23/21,20:45:00,13.654
07/23/21,21:00:00,13.654
07/23/21,21:15:00,13.558
07/23/21,21:30:00,13.558
07/23/21,21:45:00,13.654
07/23/21,22:00:00,13.654
07/23/21,22:15:00,13.654
07/23/21,22:30:00,13.654
07/23/21,22:45:00,13.750
07/23/21,23:00:00,13.750
07/23/21,23:15:00,13.750
07/23/21,23:30:00,13.750
07/23/21,23:45:00,13.750
07/24/21,00:00:00,13.750
07/24/21,00:15:00,13.846
07/24/21,00:30:00,13.846
07/24/21,00:45:00,13.942
07/24/21,01:00:00,13.942
07/24/21,01:15:00,13.942
07/24/21,01:30:00,14.038
07/24/21,01:45:00,14.038
07/24/21,02:00:00,14.038
07/24/21,02:15:00,14.134
07/24/21,02:30:00,14.134
07/24/21,02:45:00,14.134
07/24/21,03:00:00,14.134
07/24/21,03:15:00,14.230
07/24/21,03:30:00,14.230
07/24/21,03:45:00,14.230
07/24/21,04:00:00,14.230
07/24/21,04:15:00,14.230
07/24/21,04:30:00,14.230
07/24/21,04:45:00,14.230
07/24/21,05:00:00,14.325
07/24/21,05:15:00,14.325
07/24/21,05:30:00,14.421
07/24/21,05:45:00,14.421
07/24/21,06:00:00,14.421
07/24/21,06:15:00,16.618
07/24/21,06:30:00,17.475
07/24/21,06:45:00,17.379
07/24/21,07:00:00,17.379
07/24/21,07:15:00,17.760
07/24/21,07:30:00,18.236
07/24/21,07:45:00,18.426
07/24/21,08:00:00,18.711
07/24/21,08:15:00,18.806
07/24/21,08:30:00,19.092
07/24/21,08:45:00,19.472
07/24/21,09:00:00,19.472
07/24/21,09:15:00,19.092
07/24/21,09:30:00,19.377
07/24/21,09:45:00,19.472
07/24/21,10:00:00,19.567
07/24/21,10:15:00,19.948
07/24/21,10:30:00,20.615
07/24/21,10:45:00,21.378
07/24/21,11:00:00,21.951
07/24/21,11:15:00,22.812
07/24/21,11:30:00,23.966
07/24/21,11:45:00,25.222
07/24/21,12:00:00,25.902
07/24/21,12:15:00,26.781
07/24/21,12:30:00,27.370
07/24/21,12:45:00,27.961
07/24/21,13:00:00,28.357
07/24/21,13:15:00,28.754
07/24/21,13:30:00,29.152
07/24/21,13:45:00,29.352
07/24/21,14:00:00,29.552
07/24/21,14:15:00,29.752
07/24/21,14:30:00,27.961
07/24/21,14:45:00,26.292
07/24/21,15:00:00,24.545
07/24/21,15:15:00,23.100
07/24/21,15:30:00,22.717
07/24/21,15:45:00,21.664
07/24/21,16:00:00,18.140
07/24/21,16:15:00,15.855
07/24/21,16:30:00,15.187
07/24/21,16:45:00,15.282
07/24/21,17:00:00,14.900
07/24/21,17:15:00,14.421
07/24/21,17:30:00,14.325
07/24/21,17:45:00,14.421
07/24/21,18:00:00,14.421
07/24/21,18:15:00,14.230
07/24/21,18:30:00,14.134
07/24/21,18:45:00,14.230
07/24/21,19:00:00,14.230
07/24/21,19:15:00,14.134
07/24/21,19:30:00,14.134
07/24/21,19:45:00,14.134
07/24/21,20:00:00,14.134
07/24/21,20:15:00,14.134
07/24/21,20:30:00,14.134
07/24/21,20:45:00,14.134
07/24/21,21:00:00,14.230
07/24/21,21:15:00,14.230
07/24/21,21:30:00,14.230
07/24/21,21:45:00,14.230
07/24/21,22:00:00,14.325
07/24/21,22:15:00,14.325
07/24/21,22:30:00,14.421
07/24/21,22:45:00,14.421
07/24/21,23:00:00,14.421
07/24/21,23:15:00,14.900
07/24/21,23:30:00,15.091
07/24/21,23:45:00,15.282
07/25/21,00:00:00,15.664
07/25/21,00:15:00,15.951
07/25/21,00:30:00,16.237
07/25/21,00:45:00,16.427
07/25/21,01:00:00,16.713
07/25/21,01:15:00,17.189
07/25/21,01:30:00,17.950
07/25/21,01:45:00,18.140
07/25/21,02:00:00,18.426
07/25/21,02:15:00,18.236
07/25/21,02:30:00,18.140
07/25/21,02:45:00,18.140
07/25/21,03:00:00,18.045
07/25/21,03:15:00,17.950
07/25/21,03:30:00,17.855
07/25/21,03:45:00,17.760
07/25/21,04:00:00,17.665
07/25/21,04:15:00,17.665
07/25/21,04:30:00,17.570
07/25/21,04:45:00,17.570
07/25/21,05:00:00,17.475
07/25/21,05:15:00,17.379
07/25/21,05:30:00,17.284
07/25/21,05:45:00,17.189
07/25/21,06:00:00,17.094
07/25/21,06:15:00,17.094
07/25/21,06:30:00,17.094
07/25/21,06:45:00,17.189
07/25/21,07:00:00,17.189
07/25/21,07:15:00,17.379
07/25/21,07:30:00,17.665
07/25/21,07:45:00,18.236
07/25/21,08:00:00,18.901
07/25/21,08:15:00,19.377
07/25/21,08:30:00,19.758
07/25/21,08:45:00,20.138
07/25/21,09:00:00,20.329
07/25/21,09:15:00,20.615
07/25/21,09:30:00,20.996
07/25/21,09:45:00,21.282
07/25/21,10:00:00,21.378
07/25/21,10:15:00,21.187
07/25/21,10:30:00,21.473
07/25/21,10:45:00,21.664
07/25/21,11:00:00,21.664
07/25/21,11:15:00,21.951
07/25/21,11:30:00,22.525
07/25/21,11:45:00,23.292
07/25/21,12:00:00,24.738
07/25/21,12:15:00,26.000
07/25/21,12:30:00,26.879
07/25/21,12:45:00,27.665
07/25/21,13:00:00,28.258
07/25/21,13:15:00,28.655
07/25/21,13:30:00,29.152
07/25/21,13:45:00,29.953
07/25/21,14:00:00,30.457
07/25/21,14:15:00,31.166
07/25/21,14:30:00,31.778
07/25/21,14:45:00,32.086
07/25/21,15:00:00,28.754
07/25/21,15:15:00,26.879
07/25/21,15:30:00,26.781
07/25/21,15:45:00,24.255
07/25/21,16:00:00,23.869
07/25/21,16:15:00,23.388
07/25/21,16:30:00,22.238
07/25/21,16:45:00,17.570
07/25/21,17:00:00,15.378
07/25/21,17:15:00,14.613
07/25/21,17:30:00,14.421
07/25/21,17:45:00,14.230
07/25/21,18:00:00,13.846
07/25/21,18:15:00,13.654
07/25/21,18:30:00,13.654
07/25/21,18:45:00,13.558
07/25/21,19:00:00,13.461
07/25/21,19:15:00,13.461
07/25/21,19:30:00,13.461
07/25/21,19:45:00,13.558
07/25/21,20:00:00,13.558
07/25/21,20:15:00,13.750
07/25/21,20:30:00,13.846
07/25/21,20:45:00,13.846
07/25/21,21:00:00,13.942
07/25/21,21:15:00,13.942
07/25/21,21:30:00,13.942
07/25/21,21:45:00,13.942
07/25/21,22:00:00,14.134
07/25/21,22:15:00,14.134
07/25/21,22:30:00,14.421
07/25/21,22:45:00,14.804
07/25/21,23:00:00,16.141
07/25/21,23:15:00,17.284
07/25/21,23:30:00,18.045
07/25/21,23:45:00,18.806
07/26/21,00:00:00,18.996
07/26/21,00:15:00,18.901
07/26/21,00:30:00,18.901
07/26/21,00:45:00,18.901
07/26/21,01:00:00,18.996
07/26/21,01:15:00,18.996
07/26/21,01:30:00,18.996
07/26/21,01:45:00,18.806
07/26/21,02:00:00,18.711
07/26/21,02:15:00,18.616
07/26/21,02:30:00,18.616
07/26/21,02:45:00,18.521
07/26/21,03:00:00,18.426
07/26/21,03:15:00,18.331
07/26/21,03:30:00,18.331
07/26/21,03:45:00,18.236
07/26/21,04:00:00,18.236
07/26/21,04:15:00,18.140
07/26/21,04:30:00,18.140
07/26/21,04:45:00,18.140
07/26/21,05:00:00,18.140
07/26/21,05:15:00,18.140
07/26/21,05:30:00,18.140
07/26/21,05:45:00,18.140
07/26/21,06:00:00,18.236
07/26/21,06:15:00,18.426
07/26/21,06:30:00,18.521
07/26/21,06:45:00,18.616
07/26/21,07:00:00,18.616
07/26/21,07:15:00,18.711
07/26/21,07:30:00,18.806
07/26/21,07:45:00,18.901
07/26/21,08:00:00,18.806
07/26/21,08:15:00,18.901
07/26/21,08:30:00,19.092
07/26/21,08:45:00,19.377
07/26/21,09:00:00,19.758
07/26/21,09:15:00,20.329
07/26/21,09:30:00,20.615
07/26/21,09:45:00,20.901
07/26/21,10:00:00,21.091
07/26/21,10:15:00,21.091
07/26/21,10:30:00,21.282
07/26/21,10:45:00,21.473
07/26/21,11:00:00,21.473
07/26/21,11:15:00,21.760
07/26/21,11:30:00,22.046
07/26/21,11:45:00,22.429
07/26/21,12:00:00,22.717
07/26/21,12:15:00,23.388
07/26/21,12:30:00,24.062
07/26/21,12:45:00,25.125
07/26/21,13:00:00,26.585
07/26/21,13:15:00,28.159
07/26/21,13:30:00,29.552
07/26/21,13:45:00,30.659
07/26/21,14:00:00,31.574
07/26/21,14:15:00,31.983
07/26/21,14:30:00,32.086
07/26/21,14:45:00,31.983
07/26/21,15:00:00,31.983
07/26/21,15:15:00,29.552
07/26/21,15:30:00,27.272
07/26/21,15:45:00,26.879
07/26/21,16:00:00,26.292
07/26/21,16:15:00,24.931
07/26/21,16:30:00,24.062
07/26/21,16:45:00,23.581
07/26/21,17:00:00,22.717
07/26/21,17:15:00,19.282
07/26/21,17:30:00,16.427
07/26/21,17:45:00,15.091
07/26/21,18:00:00,14.230
07/26/21,18:15:00,14.134
07/26/21,18:30:00,13.942
07/26/21,18:45:00,13.750
07/26/21,19:00:00,13.558
07/26/21,19:15:00,13.365
07/26/21,19:30:00,13.365
07/26/21,19:45:00,13.365
07/26/21,20:00:00,13.365
07/26/21,20:15:00,13.365
07/26/21,20:30:00,13.461
07/26/21,20:45:00,13.558
07/26/21,21:00:00,13.461
07/26/21,21:15:00,13.558
07/26/21,21:30:00,13.558
07/26/21,21:45:00,13.558
07/26/21,22:00:00,13.558
07/26/21,22:15:00,13.558
07/26/21,22:30:00,13.558
07/26/21,22:45:00,13.558
07/26/21,23:00:00,13.654
07/26/21,23:15:00,13.750
07/26/21,23:30:00,14.613
07/26/21,23:45:00,14.804
07/27/21,00:00:00,14.804
07/27/21,00:15:00,14.996
07/27/21,00:30:00,15.187
07/27/21,00:45:00,17.379
07/27/21,01:00:00,18.806
07/27/21,01:15:00,19.187
07/27/21,01:30:00,19.187
07/27/21,01:45:00,19.187
07/27/21,02:00:00,19.092
07/27/21,02:15:00,18.616
07/27/21,02:30:00,18.426
07/27/21,02:45:00,18.426
07/27/21,03:00:00,18.331
07/27/21,03:15:00,18.331
07/27/21,03:30:00,18.236
07/27/21,03:45:00,18.140
07/27/21,04:00:00,18.140
07/27/21,04:15:00,18.045
07/27/21,04:30:00,17.950
07/27/21,04:45:00,17.950
07/27/21,05:00:00,17.950
07/27/21,05:15:00,17.855
07/27/21,05:30:00,17.855
07/27/21,05:45:00,17.855
07/27/21,06:00:00,17.760
07/27/21,06:15:00,17.760
07/27/21,06:30:00,17.760
07/27/21,06:45:00,17.665
07/27/21,07:00:00,17.665
07/27/21,07:15:00,17.570
07/27/21,07:30:00,17.475
07/27/21,07:45:00,17.379
07/27/21,08:00:00,17.475
07/27/21,08:15:00,17.475
07/27/21,08:30:00,17.665
07/27/21,08:45:00,17.950
07/27/21,09:00:00,18.236
07/27/21,09:15:00,18.426
07/27/21,09:30:00,18.616
07/27/21,09:45:00,18.806
07/27/21,10:00:00,19.092
07/27/21,10:15:00,19.472
07/27/21,10:30:00,19.662
07/27/21,10:45:00,20.043
07/27/21,11:00:00,20.615
07/27/21,11:15:00,21.091
07/27/21,11:30:00,21.378
07/27/21,11:45:00,21.378
07/27/21,12:00:00,21.569
07/27/21,12:15:00,22.142
07/27/21,12:30:00,22.429
07/27/21,12:45:00,22.812
07/27/21,13:00:00,23.100
07/27/21,13:15:00,23.581
07/27/21,13:30:00,24.158
07/27/21,13:45:00,25.028
07/27/21,14:00:00,25.610
07/27/21,14:15:00,26.097
07/27/21,14:30:00,26.683
07/27/21,14:45:00,26.977
07/27/21,15:00:00,26.977
07/27/21,15:15:00,26.781
07/27/21,15:30:00,26.292
07/27/21,15:45:00,25.902
07/27/21,16:00:00,25.610
07/27/21,16:15:00,25.416
07/27/21,16:30:00,24.835
07/27/21,16:45:00,23.966
07/27/21,17:00:00,23.484
07/27/21,17:15:00,22.812
07/27/21,17:30:00,22.238
07/27/21,17:45:00,21.091
07/27/21,18:00:00,18.331
07/27/21,18:15:00,16.332
07/27/21,18:30:00,15.378
07/27/21,18:45:00,14.517
07/27/21,19:00:00,14.038
07/27/21,19:15:00,14.038
07/27/21,19:30:00,14.134
07/27/21,19:45:00,14.325
07/27/21,20:00:00,14.421
07/27/21,20:15:00,14.517
07/27/21,20:30:00,14.325
07/27/21,20:45:00,14.325
07/27/21,21:00:00,14.230
07/27/21,21:15:00,14.325
07/27/21,21:30:00,14.325
07/27/21,21:45:00,14.325
07/27/21,22:00:00,14.325
07/27/21,22:15:00,14.517
07/27/21,22:30:00,14.613
07/27/21,22:45:00,14.613
07/27/21,23:00:00,14.709
07/27/21,23:15:00,14.709
07/27/21,23:30:00,14.709
07/27/21,23:45:00,15.378
07/28/21,00:00:00,16.141
07/28/21,00:15:00,16.523
07/28/21,00:30:00,17.379
07/28/21,00:45:00,18.901
07/28/21,01:00:00,20.043
07/28/21,01:15:00,20.329
07/28/21,01:30:00,20.234
07/28/21,01:45:00,20.234
07/28/21,02:00:00,20.329
07/28/21,02:15:00,20.234
07/28/21,02:30:00,20.138
07/28/21,02:45:00,20.043
07/28/21,03:00:00,20.234
07/28/21,03:15:00,19.948
07/28/21,03:30:00,19.662
07/28/21,03:45:00,19.282
07/28/21,04:00:00,19.092
07/28/21,04:15:00,18.996
07/28/21,04:30:00,18.901
07/28/21,04:45:00,18.806
07/28/21,05:00:00,18.711
07/28/21,05:15:00,18.711
07/28/21,05:30:00,18.616
07/28/21,05:45:00,18.426
07/28/21,06:00:00,18.426
07/28/21,06:15:00,18.426
07/28/21,06:30:00,18.331
07/28/21,06:45:00,18.140
07/28/21,07:00:00,18.045
07/28/21,07:15:00,17.950
07/28/21,07:30:00,17.950
07/28/21,07:45:00,17.855
07/28/21,08:00:00,17.950
07/28/21,08:15:00,17.950
07/28/21,08:30:00,17.950
07/28/21,08:45:00,17.950
07/28/21,09:00:00,18.045
07/28/21,09:15:00,17.950
07/28/21,09:30:00,17.855
07/28/21,09:45:00,17.950
07/28/21,10:00:00,18.140
07/28/21,10:15:00,18.331
07/28/21,10:30:00,18.711
07/28/21,10:45:00,19.092
07/28/21,11:00:00,19.377
07/28/21,11:15:00,19.472
07/28/21,11:30:00,19.758
07/28/21,11:45:00,20.138
07/28/21,12:00:00,20.424
07/28/21,12:15:00,20.805
07/28/21,12:30:00,21.091
07/28/21,12:45:00,21.378
07/28/21,13:00:00,21.664
07/28/21,13:15:00,21.855
07/28/21,13:30:00,22.142
07/28/21,13:45:00,22.525
07/28/21,14:00:00,22.812
07/28/21,14:15:00,23.004
07/28/21,14:30:00,23.196
07/28/21,14:45:00,23.388
07/28/21,15:00:00,23.484
07/28/21,15:15:00,23.677
07/28/21,15:30:00,23.869
07/28/21,15:45:00,23.966
07/28/21,16:00:00,23.869
07/28/21,16:15:00,23.677
07/28/21,16:30:00,23.484
07/28/21,16:45:00,23.388
07/28/21,17:00:00,23.100
07/28/21,17:15:00,22.525
07/28/21,17:30:00,22.046
07/28/21,17:45:00,21.473
07/28/21,18:00:00,20.901
07/28/21,18:15:00,20.424
07/28/21,18:30:00,19.377
07/28/21,18:45:00,17.855
07/28/21,19:00:00,16.618
07/28/21,19:15:00,16.141
07/28/21,19:30:00,16.237
07/28/21,19:45:00,16.237
07/28/21,20:00:00,16.237
07/28/21,20:15:00,16.237
07/28/21,20:30:00,16.332
07/28/21,20:45:00,16.237
07/28/21,21:00:00,16.237
07/28/21,21:15:00,16.332
07/28/21,21:30:00,16.427
07/28/21,21:45:00,16.427
07/28/21,22:00:00,16.427
07/28/21,22:15:00,16.523
07/28/21,22:30:00,16.523
07/28/21,22:45:00,16.523
07/28/21,23:00:00,16.523
07/28/21,23:15:00,16.523
07/28/21,23:30:00,16.618
07/28/21,23:45:00,16.618
07/29/21,00:00:00,16.618
07/29/21,00:15:00,16.618
07/29/21,00:30:00,16.618
07/29/21,00:45:00,16.618
07/29/21,01:00:00,17.665
07/29/21,01:15:00,18.140
07/29/21,01:30:00,18.426
07/29/21,01:45:00,19.187
07/29/21,02:00:00,19.853
07/29/21,02:15:00,20.329
07/29/21,02:30:00,20.710
07/29/21,02:45:00,20.901
07/29/21,03:00:00,21.091
07/29/21,03:15:00,21.282
07/29/21,03:30:00,21.282
07/29/21,03:45:00,21.282
07/29/21,04:00:00,21.282
07/29/21,04:15:00,21.473
07/29/21,04:30:00,21.378
07/29/21,04:45:00,21.282
07/29/21,05:00:00,21.282
07/29/21,05:15:00,21.187
07/29/21,05:30:00,20.996
07/29/21,05:45:00,20.805
07/29/21,06:00:00,20.710
07/29/21,06:15:00,20.615
07/29/21,06:30:00,20.519
07/29/21,06:45:00,20.424
07/29/21,07:00:00,20.329
07/29/21,07:15:00,20.329
07/29/21,07:30:00,20.138
07/29/21,07:45:00,20.043
07/29/21,08:00:00,20.043
07/29/21,08:15:00,20.043
07/29/21,08:30:00,20.043
07/29/21,08:45:00,20.138
07/29/21,09:00:00,20.138
07/29/21,09:15:00,20.234
07/29/21,09:30:00,20.234
07/29/21,09:45:00,20.234
07/29/21,10:00:00,20.329
07/29/21,10:15:00,20.329
07/29/21,10:30:00,20.424
07/29/21,10:45:00,20.519
07/29/21,11:00:00,20.615
07/29/21,11:15:00,20.615
07/29/21,11:30:00,20.710
07/29/21,11:45:00,20.901
07/29/21,12:00:00,21.091
07/29/21,12:15:00,21.282
07/29/21,12:30:00,21.473
07/29/21,12:45:00,21.855
07/29/21,13:00:00,22.046
07/29/21,13:15:00,22.429
07/29/21,13:30:00,22.621
07/29/21,13:45:00,22.908
07/29/21,14:00:00,23.004
07/29/21,14:15:00,23.100
07/29/21,14:30:00,23.196
07/29/21,14:45:00,23.484
07/29/21,15:00:00,23.388
07/29/21,15:15:00,23.292
07/29/21,15:30:00,23.292
07/29/21,15:45:00,23.292
07/29/21,16:00:00,24.255
07/29/21,16:15:00,24.158
07/29/21,16:30:00,24.062
07/29/21,16:45:00,23.966
07/29/21,17:00:00,23.773
07/29/21,17:15:00,23.581
07/29/21,17:30:00,23.484
07/29/21,17:45:00,23.196
07/29/21,18:00:00,22.908
07/29/21,18:15:00,22.429
07/29/21,18:30:00,22.046
07/29/21,18:45:00,21.569
07/29/21,19:00:00,21.282
07/29/21,19:15:00,20.710
07/29/21,19:30:00,19.662
07/29/21,19:45:00,18.616
07/29/21,20:00:00,18.426
07/29/21,20:15:00,17.950
07/29/21,20:30:00,17.665
07/29/21,20:45:00,17.379
07/29/21,21:00:00,16.903
07/29/21,21:15:00,16.523
07/29/21,21:30:00,16.523
07/29/21,21:45:00,16.332
07/29/21,22:00:00,15.951
07/29/21,22:15:00,16.046
07/29/21,22:30:00,16.046
07/29/21,22:45:00,16.046
07/29/21,23:00:00,16.046
07/29/21,23:15:00,16.046
07/29/21,23:30:00,15.951
07/29/21,23:45:00,16.046
07/30/21,00:00:00,16.046
07/30/21,00:15:00,16.046
07/30/21,00:30:00,16.141
07/30/21,00:45:00,16.141
07/30/21,01:00:00,17.284
07/30/21,01:15:00,18.996
07/30/21,01:30:00,19.187
07/30/21,01:45:00,19.567
07/30/21,02:00:00,20.138
07/30/21,02:15:00,20.519
07/30/21,02:30:00,20.805
07/30/21,02:45:00,20.901
07/30/21,03:00:00,20.996
07/30/21,03:15:00,21.187
07/30/21,03:30:00,21.473
07/30/21,03:45:00,21.569
07/30/21,04:00:00,21.855
07/30/21,04:15:00,22.142
07/30/21,04:30:00,22.429
07/30/21,04:45:00,22.333
07/30/21,05:00:00,22.046
07/30/21,05:15:00,22.238
07/30/21,05:30:00,22.429
07/30/21,05:45:00,22.142
07/30/21,06:00:00,21.951
07/30/21,06:15:00,21.855
07/30/21,06:30:00,22.333
07/30/21,06:45:00,22.525
07/30/21,07:00:00,22.333
07/30/21,07:15:00,21.951
07/30/21,07:30:00,21.760
07/30/21,07:45:00,21.378
07/30/21,08:00:00,21.282
07/30/21,08:15:00,21.282
07/30/21,08:30:00,21.187
07/30/21,08:45:00,21.187
07/30/21,09:00:00,21.187
07/30/21,09:15:00,21.091
07/30/21,09:30:00,21.091
07/30/21,09:45:00,21.091
07/30/21,10:00:00,20.996
07/30/21,10:15:00,20.901
07/30/21,10:30:00,20.996
07/30/21,10:45:00,20.996
07/30/21,11:00:00,21.091
07/30/21,11:15:00,21.091
07/30/21,11:30:00,21.282
07/30/21,11:45:00,21.282
07/30/21,12:00:00,21.378
07/30/21,12:15:00,21.473
07/30/21,12:30:00,21.473
07/30/21,12:45:00,21.473
07/30/21,13:00:00,21.569
07/30/21,13:15:00,21.664
07/30/21,13:30:00,21.855
07/30/21,13:45:00,22.142
07/30/21,14:00:00,22.333
07/30/21,14:15:00,22.525
07/30/21,14:30:00,22.621
07/30/21,14:45:00,22.908
07/30/21,15:00:00,23.004
07/30/21,15:15:00,23.100
07/30/21,15:30:00,23.100
07/30/21,15:45:00,23.100
07/30/21,16:00:00,23.196
07/30/21,16:15:00,23.292
07/30/21,16:30:00,23.292
07/30/21,16:45:00,23.100
07/30/21,17:00:00,22.812
07/30/21,17:15:00,22.525
07/30/21,17:30:00,22.238
07/30/21,17:45:00,22.046
07/30/21,18:00:00,21.951
07/30/21,18:15:00,21.760
07/30/21,18:30:00,21.473
07/30/21,18:45:00,21.282
07/30/21,19:00:00,20.996
07/30/21,19:15:00,20.519
07/30/21,19:30:00,20.043
07/30/21,19:45:00,19.472
07/30/21,20:00:00,18.806
07/30/21,20:15:00,17.950
07/30/21,20:30:00,17.189
07/30/21,20:45:00,16.713
07/30/21,21:00:00,16.427
07/30/21,21:15:00,16.237
07/30/21,21:30:00,16.141
07/30/21,21:45:00,16.237
07/30/21,22:00:00,16.237
07/30/21,22:15:00,16.237
07/30/21,22:30:00,16.237
07/30/21,22:45:00,16.141
07/30/21,23:00:00,16.141
07/30/21,23:15:00,16.141
07/30/21,23:30:00,16.141
07/30/21,23:45:00,16.141
07/31/21,00:00:00,16.237
07/31/21,00:15:00,16.237
07/31/21,00:30:00,16.332
07/31/21,00:45:00,16.332
07/31/21,01:00:00,16.332
07/31/21,01:15:00,16.332
07/31/21,01:30:00,16.523
07/31/21,01:45:00,17.760
07/31/21,02:00:00,19.187
07/31/21,02:15:00,19.853
07/31/21,02:30:00,20.234
07/31/21,02:45:00,20.615
07/31/21,03:00:00,20.805
07/31/21,03:15:00,21.187
07/31/21,03:30:00,21.473
07/31/21,03:45:00,21.855
07/31/21,04:00:00,22.046
07/31/21,04:15:00,22.333
07/31/21,04:30:00,22.621
07/31/21,04:45:00,22.908
07/31/21,05:00:00,23.004
07/31/21,05:15:00,23.100
07/31/21,05:30:00,23.100
07/31/21,05:45:00,22.908
07/31/21,06:00:00,22.621
07/31/21,06:15:00,22.621
07/31/21,06:30:00,22.525
07/31/21,06:45:00,22.429
