Date,Time,Low Range (μS/cm) c:1 3,High Range (μS/cm) c:1 3
07/22/21,00:00:00,33296.1,31621.7
07/22/21,00:15:00,33296.1,31628.8
07/22/21,00:30:00,33296.1,31579.6
07/22/21,00:45:00,33296.1,31579.6
07/22/21,01:00:00,33296.1,31579.6
07/22/21,01:15:00,33296.1,31586.6
07/22/21,01:30:00,33296.1,31562.1
07/22/21,01:45:00,33296.1,31537.6
07/22/21,02:00:00,33296.1,31555.1
07/22/21,02:15:00,33296.1,31579.6
07/22/21,02:30:00,33296.1,31548.1
07/22/21,02:45:00,33296.1,31513.2
07/22/21,03:00:00,33296.1,31520.2
07/22/21,03:15:00,33296.1,31562.1
07/22/21,03:30:00,33296.1,31572.6
07/22/21,03:45:00,33296.1,31544.6
07/22/21,04:00:00,33296.1,31555.1
07/22/21,04:15:00,33296.1,31555.1
07/22/21,04:30:00,33296.1,31586.6
07/22/21,04:45:00,33296.1,31611.2
07/22/21,05:00:00,33296.1,31748.7
07/22/21,05:15:00,33296.1,31891.1
07/22/21,05:30:00,33296.1,31995.2
07/22/21,05:45:00,33296.1,32027.7
07/22/21,06:00:00,33296.1,32020.4
07/22/21,06:15:00,33296.1,32089.1
07/22/21,06:30:00,33296.1,32300.7
07/22/21,06:45:00,33296.1,32341.1
07/22/21,07:00:00,33296.1,32297.0
07/22/21,07:15:00,33296.1,32359.6
07/22/21,07:30:00,33296.1,32411.3
07/22/21,07:45:00,33296.1,32422.4
07/22/21,08:00:00,33296.1,32466.9
07/22/21,08:15:00,33296.1,32492.9
07/22/21,08:30:00,33296.1,32518.9
07/22/21,08:45:00,33296.1,32612.3
07/22/21,09:00:00,33296.1,32627.3
07/22/21,09:15:00,33296.1,32638.5
07/22/21,09:30:00,33296.1,32646.0
07/22/21,09:45:00,33296.1,32812.1
07/22/21,10:00:00,33296.1,32911.0
07/22/21,10:15:00,33296.1,33087.6
07/22/21,10:30:00,33296.1,33266.1
07/22/21,10:45:00,33296.1,33145.6
07/22/21,11:00:00,33296.1,33704.9
07/22/21,11:15:00,33296.1,33971.5
07/22/21,11:30:00,33296.1,34209.2
07/22/21,11:45:00,33296.1,34404.3
07/22/21,12:00:00,33296.1,34597.3
07/22/21,12:15:00,33296.1,34669.2
07/22/21,12:30:00,33296.1,34784.0
07/22/21,12:45:00,33296.1,34513.1
07/22/21,13:00:00,33296.1,33430.8
07/22/21,13:15:00,33296.1,33947.1
07/22/21,13:30:00,33296.1,32853.9
07/22/21,13:45:00,33296.1,32466.9
07/22/21,14:00:00,33296.1,32234.7
07/22/21,14:15:00,33296.1,31973.6
07/22/21,14:30:00,33296.1,31720.4
07/22/21,14:45:00,33296.1,31405.5
07/22/21,15:00:00,33296.1,31346.7
07/22/21,15:15:00,33296.1,31322.6
07/22/21,15:30:00,33296.1,31315.7
07/22/21,15:45:00,33296.1,31257.3
07/22/21,16:00:00,33296.1,31274.4
07/22/21,16:15:00,33296.1,31305.4
07/22/21,16:30:00,33296.1,31381.2
07/22/21,16:45:00,33296.1,31488.8
07/22/21,17:00:00,33296.1,31530.6
07/22/21,17:15:00,33296.1,31447.1
07/22/21,17:30:00,33296.1,31412.4
07/22/21,17:45:00,33296.1,31412.4
07/22/21,18:00:00,33296.1,31454.0
07/22/21,18:15:00,33296.1,31471.4
07/22/21,18:30:00,33296.1,31464.4
07/22/21,18:45:00,33296.1,31471.4
07/22/21,19:00:00,33296.1,31495.8
07/22/21,19:15:00,33296.1,31478.4
07/22/21,19:30:00,33296.1,31495.8
07/22/21,19:45:00,33296.1,31478.4
07/22/21,20:00:00,33296.1,31471.4
07/22/21,20:15:00,33296.1,31502.7
07/22/21,20:30:00,33296.1,31488.8
07/22/21,20:45:00,33296.1,31513.2
07/22/21,21:00:00,33296.1,31513.2
07/22/21,21:15:00,33296.1,31530.6
07/22/21,21:30:00,33296.1,31502.7
07/22/21,21:45:00,33296.1,31537.6
07/22/21,22:00:00,33296.1,31513.2
07/22/21,22:15:00,33296.1,31502.7
07/22/21,22:30:00,33296.1,31520.2
07/22/21,22:45:00,33296.1,31520.2
07/22/21,23:00:00,33296.1,31551.6
07/22/21,23:15:00,33296.1,31569.1
07/22/21,23:30:00,33296.1,31537.6
07/22/21,23:45:00,33296.1,31527.2
07/23/21,00:00:00,33296.1,31520.2
07/23/21,00:15:00,33296.1,31537.6
07/23/21,00:30:00,33296.1,31544.6
07/23/21,00:45:00,33296.1,31551.6
07/23/21,01:00:00,33296.1,31544.6
07/23/21,01:15:00,33296.1,31569.1
07/23/21,01:30:00,33296.1,31562.1
07/23/21,01:45:00,33296.1,31520.2
07/23/21,02:00:00,33296.1,31551.6
07/23/21,02:15:00,33296.1,31551.6
07/23/21,02:30:00,33296.1,31551.6
07/23/21,02:45:00,33296.1,31562.1
07/23/21,03:00:00,33296.1,31527.2
07/23/21,03:15:00,33296.1,31562.1
07/23/21,03:30:00,33296.1,31551.6
07/23/21,03:45:00,33296.1,31141.2
07/23/21,04:00:00,33296.1,31562.1
07/23/21,04:15:00,33296.1,31527.2
07/23/21,04:30:00,33296.1,31562.1
07/23/21,04:45:00,33296.1,31569.1
07/23/21,05:00:00,33296.1,31586.6
07/23/21,05:15:00,33296.1,31569.1
07/23/21,05:30:00,33296.1,31593.6
07/23/21,05:45:00,33296.1,31618.2
07/23/21,06:00:00,33296.1,31873.3
07/23/21,06:15:00,33296.1,32052.9
07/23/21,06:30:00,33296.1,32071.0
07/23/21,06:45:00,33296.1,32052.9
07/23/21,07:00:00,33296.1,32227.4
07/23/21,07:15:00,33296.1,32315.4
07/23/21,07:30:00,33296.1,32366.9
07/23/21,07:45:00,33296.1,32392.8
07/23/21,08:00:00,33296.1,32422.4
07/23/21,08:15:00,33296.1,32437.2
07/23/21,08:30:00,33296.1,32455.7
07/23/21,08:45:00,33296.1,32429.8
07/23/21,09:00:00,33296.1,32500.3
07/23/21,09:15:00,33296.1,32571.1
07/23/21,09:30:00,33296.1,32679.9
07/23/21,09:45:00,33296.1,32725.1
07/23/21,10:00:00,33296.1,32892.0
07/23/21,10:15:00,33296.1,33172.7
07/23/21,10:30:00,33296.1,33313.0
07/23/21,10:45:00,33296.1,33360.0
07/23/21,11:00:00,33296.1,33513.7
07/23/21,11:15:00,33296.1,33696.9
07/23/21,11:30:00,33296.1,33959.3
07/23/21,11:45:00,33296.1,34217.4
07/23/21,12:00:00,33296.1,34483.7
07/23/21,12:15:00,33296.1,34728.7
07/23/21,12:30:00,33296.1,34946.9
07/23/21,12:45:00,33296.1,35172.1
07/23/21,13:00:00,33296.1,35290.2
07/23/21,13:15:00,33296.1,35422.3
07/23/21,13:30:00,33296.1,35395.8
07/23/21,13:45:00,33296.1,35028.8
07/23/21,14:00:00,33296.1,33633.0
07/23/21,14:15:00,33296.1,34275.3
07/23/21,14:30:00,33296.1,32725.1
07/23/21,14:45:00,33296.1,32500.3
07/23/21,15:00:00,33296.1,32139.9
07/23/21,15:15:00,33296.1,31830.5
07/23/21,15:30:00,33296.1,31419.3
07/23/21,15:45:00,33296.1,31312.2
07/23/21,16:00:00,33296.1,31274.4
07/23/21,16:15:00,33296.1,31257.3
07/23/21,16:30:00,33296.1,31216.2
07/23/21,16:45:00,33296.1,31233.3
07/23/21,17:00:00,33296.1,31288.2
07/23/21,17:15:00,33296.1,31346.7
07/23/21,17:30:00,33296.1,31471.4
07/23/21,17:45:00,33296.1,31454.0
07/23/21,18:00:00,33296.1,31405.5
07/23/21,18:15:00,33296.1,31339.8
07/23/21,18:30:00,33296.1,31298.5
07/23/21,18:45:00,33296.1,31281.3
07/23/21,19:00:00,33296.1,31288.2
07/23/21,19:15:00,33296.1,31322.6
07/23/21,19:30:00,33296.1,31322.6
07/23/21,19:45:00,33296.1,31322.6
07/23/21,20:00:00,33296.1,31329.5
07/23/21,20:15:00,33296.1,31346.7
07/23/21,20:30:00,33296.1,31353.6
07/23/21,20:45:00,33296.1,31360.5
07/23/21,21:00:00,33296.1,31364.0
07/23/21,21:15:00,33296.1,31377.8
07/23/21,21:30:00,33296.1,31402.0
07/23/21,21:45:00,33296.1,31388.1
07/23/21,22:00:00,33296.1,31419.3
07/23/21,22:15:00,33296.1,31388.1
07/23/21,22:30:00,33296.1,31402.0
07/23/21,22:45:00,33296.1,31402.0
07/23/21,23:00:00,33296.1,31412.4
07/23/21,23:15:00,33296.1,31412.4
07/23/21,23:30:00,33296.1,31384.7
07/23/21,23:45:00,33296.1,31419.3
07/24/21,00:00:00,33296.1,31419.3
07/24/21,00:15:00,33296.1,31395.1
07/24/21,00:30:00,33296.1,31412.4
07/24/21,00:45:00,33296.1,31419.3
07/24/21,01:00:00,33296.1,31436.7
07/24/21,01:15:00,33296.1,31402.0
07/24/21,01:30:00,33296.1,31384.7
07/24/21,01:45:00,33296.1,31395.1
07/24/21,02:00:00,33296.1,31419.3
07/24/21,02:15:00,33296.1,31419.3
07/24/21,02:30:00,33296.1,31419.3
07/24/21,02:45:00,33296.1,31402.0
07/24/21,03:00:00,33296.1,31412.4
07/24/21,03:15:00,33296.1,31412.4
07/24/21,03:30:00,33296.1,31426.2
07/24/21,03:45:00,33296.1,31412.4
07/24/21,04:00:00,33296.1,31412.4
07/24/21,04:15:00,33296.1,31426.2
07/24/21,04:30:00,33296.1,31419.3
07/24/21,04:45:00,33296.1,31443.6
07/24/21,05:00:00,33296.1,31436.7
07/24/21,05:15:00,33296.1,31443.6
07/24/21,05:30:00,33296.1,31450.5
07/24/21,05:45:00,33296.1,31436.7
07/24/21,06:00:00,33296.1,31467.9
07/24/21,06:15:00,33296.1,31461.0
07/24/21,06:30:00,33296.1,31474.9
07/24/21,06:45:00,33296.1,31474.9
07/24/21,07:00:00,33296.1,31649.9
07/24/21,07:15:00,33296.1,31759.4
07/24/21,07:30:00,33296.1,31802.0
07/24/21,07:45:00,33296.1,31855.4
07/24/21,08:00:00,33296.1,31966.4
07/24/21,08:15:00,33296.1,32067.4
07/24/21,08:30:00,33296.1,32103.6
07/24/21,08:45:00,33296.1,32216.5
07/24/21,09:00:00,33296.1,32242.0
07/24/21,09:15:00,33296.1,32278.7
07/24/21,09:30:00,33296.1,32311.7
07/24/21,09:45:00,33296.1,32437.2
07/24/21,10:00:00,33296.1,32563.7
07/24/21,10:15:00,33296.1,32616.0
07/24/21,10:30:00,33296.1,32717.5
07/24/21,10:45:00,33296.1,32751.5
07/24/21,11:00:00,33296.1,33018.3
07/24/21,11:15:00,33296.1,33352.1
07/24/21,11:30:00,33296.1,33517.7
07/24/21,11:45:00,33296.1,33660.9
07/24/21,12:00:00,33296.1,33825.6
07/24/21,12:15:00,33296.1,33951.1
07/24/21,12:30:00,33296.1,34168.0
07/24/21,12:45:00,33296.1,34483.7
07/24/21,13:00:00,33296.1,34698.9
07/24/21,13:15:00,33296.1,34968.4
07/24/21,13:30:00,33296.1,35128.6
07/24/21,13:45:00,33296.1,35124.2
07/24/21,14:00:00,33296.1,35497.6
07/24/21,14:15:00,33296.1,35387.0
07/24/21,14:30:00,33296.1,34513.1
07/24/21,14:45:00,33296.1,33934.9
07/24/21,15:00:00,33296.1,33529.6
07/24/21,15:15:00,33296.1,32623.5
07/24/21,15:30:00,33296.1,32545.0
07/24/21,15:45:00,33296.1,32249.4
07/24/21,16:00:00,33296.1,31984.4
07/24/21,16:15:00,33296.1,31635.8
07/24/21,16:30:00,33296.1,31527.2
07/24/21,16:45:00,33296.1,31402.0
07/24/21,17:00:00,33296.1,31353.6
07/24/21,17:15:00,33296.1,31353.6
07/24/21,17:30:00,33296.1,31388.1
07/24/21,17:45:00,33296.1,31412.4
07/24/21,18:00:00,33296.1,31527.2
07/24/21,18:15:00,33296.1,31618.2
07/24/21,18:30:00,33296.1,31436.7
07/24/21,18:45:00,33296.1,31271.0
07/24/21,19:00:00,33296.1,31205.9
07/24/21,19:15:00,33296.1,31192.3
07/24/21,19:30:00,33296.1,31192.3
07/24/21,19:45:00,33296.1,31199.1
07/24/21,20:00:00,33296.1,31199.1
07/24/21,20:15:00,33296.1,31205.9
07/24/21,20:30:00,33296.1,31216.2
07/24/21,20:45:00,33296.1,31199.1
07/24/21,21:00:00,33296.1,31216.2
07/24/21,21:15:00,33296.1,31205.9
07/24/21,21:30:00,33296.1,31223.0
07/24/21,21:45:00,33296.1,31264.1
07/24/21,22:00:00,33296.1,31247.0
07/24/21,22:15:00,33296.1,31277.9
07/24/21,22:30:00,33296.1,31253.8
07/24/21,22:45:00,33296.1,31158.2
07/24/21,23:00:00,33296.1,31253.8
07/24/21,23:15:00,33296.1,31264.1
07/24/21,23:30:00,33296.1,31253.8
07/24/21,23:45:00,33296.1,31264.1
07/25/21,00:00:00,33296.1,31295.0
07/25/21,00:15:00,33296.1,31253.8
07/25/21,00:30:00,33296.1,31271.0
07/25/21,00:45:00,33296.1,31271.0
07/25/21,01:00:00,33296.1,31271.0
07/25/21,01:15:00,33296.1,31288.2
07/25/21,01:30:00,33296.1,31260.7
07/25/21,01:45:00,33296.1,31295.0
07/25/21,02:00:00,33296.1,31277.9
07/25/21,02:15:00,33296.1,31277.9
07/25/21,02:30:00,33296.1,31295.0
07/25/21,02:45:00,33296.1,31295.0
07/25/21,03:00:00,33296.1,31264.1
07/25/21,03:15:00,33296.1,31288.2
07/25/21,03:30:00,33296.1,31319.1
07/25/21,03:45:00,33296.1,31319.1
07/25/21,04:00:00,33296.1,31288.2
07/25/21,04:15:00,33296.1,31295.0
07/25/21,04:30:00,33296.1,31319.1
07/25/21,04:45:00,33296.1,31336.3
07/25/21,05:00:00,33296.1,31312.2
07/25/21,05:15:00,33296.1,31336.3
07/25/21,05:30:00,33296.1,31343.2
07/25/21,05:45:00,33296.1,31326.0
07/25/21,06:00:00,33296.1,31343.2
07/25/21,06:15:00,33296.1,31350.1
07/25/21,06:30:00,33296.1,31443.6
07/25/21,06:45:00,33296.1,31534.1
07/25/21,07:00:00,33296.1,31802.0
07/25/21,07:15:00,33296.1,31991.6
07/25/21,07:30:00,33296.1,32180.0
07/25/21,07:45:00,33296.1,32216.5
07/25/21,08:00:00,33296.1,32216.5
07/25/21,08:15:00,33296.1,32348.5
07/25/21,08:30:00,33296.1,32381.7
07/25/21,08:45:00,33296.1,32604.8
07/25/21,09:00:00,33296.1,32586.1
07/25/21,09:15:00,33296.1,32515.2
07/25/21,09:30:00,33296.1,32668.6
07/25/21,09:45:00,33296.1,32706.2
07/25/21,10:00:00,33296.1,32759.1
07/25/21,10:15:00,33296.1,32804.5
07/25/21,10:30:00,33296.1,32914.9
07/25/21,10:45:00,33296.1,33018.3
07/25/21,11:00:00,33296.1,33099.2
07/25/21,11:15:00,33296.1,33203.8
07/25/21,11:30:00,33296.1,33344.3
07/25/21,11:45:00,33296.1,33621.0
07/25/21,12:00:00,33296.1,33991.8
07/25/21,12:15:00,33296.1,34209.2
07/25/21,12:30:00,33296.1,34262.9
07/25/21,12:45:00,33296.1,34467.0
07/25/21,13:00:00,33296.1,34639.6
07/25/21,13:15:00,33296.1,34899.6
07/25/21,13:30:00,33296.1,35124.2
07/25/21,13:45:00,33296.1,35347.3
07/25/21,14:00:00,33296.1,35519.8
07/25/21,14:15:00,33296.1,35707.4
07/25/21,14:30:00,33296.1,35806.4
07/25/21,14:45:00,33296.1,35738.8
07/25/21,15:00:00,33296.1,35224.5
07/25/21,15:15:00,33296.1,34446.0
07/25/21,15:30:00,33296.1,34016.3
07/25/21,15:45:00,33296.1,33328.6
07/25/21,16:00:00,33296.1,32880.5
07/25/21,16:15:00,33296.1,32463.1
07/25/21,16:30:00,33296.1,32216.5
07/25/21,16:45:00,33296.1,31741.7
07/25/21,17:00:00,33296.1,31384.7
07/25/21,17:15:00,33296.1,31240.1
07/25/21,17:30:00,33296.1,31141.2
07/25/21,17:45:00,33296.1,31141.2
07/25/21,18:00:00,33296.1,31257.3
07/25/21,18:15:00,33296.1,31257.3
07/25/21,18:30:00,33296.1,31336.3
07/25/21,18:45:00,33296.1,31534.1
07/25/21,19:00:00,33296.1,31467.9
07/25/21,19:15:00,33296.1,31100.4
07/25/21,19:30:00,33296.1,31012.5
07/25/21,19:45:00,33296.1,31012.5
07/25/21,20:00:00,33296.1,31029.3
07/25/21,20:15:00,33296.1,31046.2
07/25/21,20:30:00,33296.1,31029.3
07/25/21,20:45:00,33296.1,31046.2
07/25/21,21:00:00,33296.1,31029.3
07/25/21,21:15:00,33296.1,31046.2
07/25/21,21:30:00,33296.1,31059.7
07/25/21,21:45:00,33296.1,31100.4
07/25/21,22:00:00,33296.1,31083.4
07/25/21,22:15:00,33296.1,31188.9
07/25/21,22:30:00,33296.1,31271.0
07/25/21,22:45:00,33296.1,31295.0
07/25/21,23:00:00,33296.1,31408.9
07/25/21,23:15:00,33296.1,31443.6
07/25/21,23:30:00,33296.1,31408.9
07/25/21,23:45:00,33296.1,31426.2
07/26/21,00:00:00,33296.1,31312.2
07/26/21,00:15:00,33296.1,31433.2
07/26/21,00:30:00,33296.1,31408.9
07/26/21,00:45:00,33296.1,31426.2
07/26/21,01:00:00,33296.1,31391.6
07/26/21,01:15:00,33296.1,31377.8
07/26/21,01:30:00,33296.1,31426.2
07/26/21,01:45:00,33296.1,31443.6
07/26/21,02:00:00,33296.1,31433.2
07/26/21,02:15:00,33296.1,31457.5
07/26/21,02:30:00,33296.1,31443.6
07/26/21,02:45:00,33296.1,31419.3
07/26/21,03:00:00,33296.1,31391.6
07/26/21,03:15:00,33296.1,31165.0
07/26/21,03:30:00,33296.1,31288.2
07/26/21,03:45:00,33296.1,31253.8
07/26/21,04:00:00,33296.1,31253.8
07/26/21,04:15:00,33296.1,31229.9
07/26/21,04:30:00,33296.1,31134.4
07/26/21,04:45:00,33296.1,31199.1
07/26/21,05:00:00,33296.1,31134.4
07/26/21,05:15:00,33296.1,31110.6
07/26/21,05:30:00,33296.1,31093.6
07/26/21,05:45:00,33296.1,31083.4
07/26/21,06:00:00,33296.1,31134.4
07/26/21,06:15:00,33296.1,31148.0
07/26/21,06:30:00,33296.1,31141.2
07/26/21,06:45:00,33296.1,31212.8
07/26/21,07:00:00,33296.1,31205.9
07/26/21,07:15:00,33296.1,31212.8
07/26/21,07:30:00,33296.1,31253.8
07/26/21,07:45:00,33296.1,31277.9
07/26/21,08:00:00,33296.1,31474.9
07/26/21,08:15:00,33296.1,31699.2
07/26/21,08:30:00,33296.1,31844.7
07/26/21,08:45:00,33296.1,31919.8
07/26/21,09:00:00,33296.1,32056.5
07/26/21,09:15:00,33296.1,32180.0
07/26/21,09:30:00,33296.1,32267.7
07/26/21,09:45:00,33296.1,32300.7
07/26/21,10:00:00,33296.1,32489.1
07/26/21,10:15:00,33296.1,32687.4
07/26/21,10:30:00,33296.1,32759.1
07/26/21,10:45:00,33296.1,32785.6
07/26/21,11:00:00,33296.1,32914.9
07/26/21,11:15:00,33296.1,33126.2
07/26/21,11:30:00,33296.1,33266.1
07/26/21,11:45:00,33296.1,33466.3
07/26/21,12:00:00,33296.1,33656.9
07/26/21,12:15:00,33296.1,33617.0
07/26/21,12:30:00,33296.1,33713.0
07/26/21,12:45:00,33296.1,34061.2
07/26/21,13:00:00,33296.1,34246.4
07/26/21,13:15:00,33296.1,34387.6
07/26/21,13:30:00,33296.1,34534.1
07/26/21,13:45:00,33296.1,34686.2
07/26/21,14:00:00,33296.1,34903.9
07/26/21,14:15:00,33296.1,35106.8
07/26/21,14:30:00,33296.1,35312.2
07/26/21,14:45:00,33296.1,35475.4
07/26/21,15:00:00,33296.1,35462.1
07/26/21,15:15:00,33296.1,35237.6
07/26/21,15:30:00,33296.1,34341.8
07/26/21,15:45:00,33296.1,34271.2
07/26/21,16:00:00,33296.1,33959.3
07/26/21,16:15:00,33296.1,33203.8
07/26/21,16:30:00,33296.1,32842.5
07/26/21,16:45:00,33296.1,32507.7
07/26/21,17:00:00,33296.1,32198.2
07/26/21,17:15:00,33296.1,31752.3
07/26/21,17:30:00,33296.1,31329.5
07/26/21,17:45:00,33296.1,31229.9
07/26/21,18:00:00,33296.1,31165.0
07/26/21,18:15:00,33296.1,31100.4
07/26/21,18:30:00,33296.1,31086.8
07/26/21,18:45:00,33296.1,31188.9
07/26/21,19:00:00,33296.1,31240.1
07/26/21,19:15:00,33296.1,31343.2
07/26/21,19:30:00,33296.1,31301.9
07/26/21,19:45:00,33296.1,31083.4
07/26/21,20:00:00,33296.1,30941.8
07/26/21,20:15:00,33296.1,30808.2
07/26/21,20:30:00,33296.1,30775.0
07/26/21,20:45:00,33296.1,30814.9
07/26/21,21:00:00,33296.1,30785.0
07/26/21,21:15:00,33296.1,30821.5
07/26/21,21:30:00,33296.1,30814.9
07/26/21,21:45:00,33296.1,30821.5
07/26/21,22:00:00,33296.1,30821.5
07/26/21,22:15:00,33296.1,30831.5
07/26/21,22:30:00,33296.1,30831.5
07/26/21,22:45:00,33296.1,30854.8
07/26/21,23:00:00,33296.1,30854.8
07/26/21,23:15:00,33296.1,30941.8
07/26/21,23:30:00,33296.1,30955.2
07/26/21,23:45:00,33296.1,31029.3
07/27/21,00:00:00,33296.1,31036.1
07/27/21,00:15:00,33296.1,31036.1
07/27/21,00:30:00,33296.1,31053.0
07/27/21,00:45:00,33296.1,31019.2
07/27/21,01:00:00,33296.1,31036.1
07/27/21,01:15:00,33296.1,31076.7
07/27/21,01:30:00,33296.1,31117.4
07/27/21,01:45:00,33296.1,31422.8
07/27/21,02:00:00,33296.1,31823.3
07/27/21,02:15:00,33296.1,31926.9
07/27/21,02:30:00,33296.1,31934.1
07/27/21,02:45:00,33296.1,31866.1
07/27/21,03:00:00,33296.1,31766.5
07/27/21,03:15:00,33296.1,31741.7
07/27/21,03:30:00,33296.1,31748.7
07/27/21,03:45:00,33296.1,31741.7
07/27/21,04:00:00,33296.1,31780.7
07/27/21,04:15:00,33296.1,31731.0
07/27/21,04:30:00,33296.1,31766.5
07/27/21,04:45:00,33296.1,31699.2
07/27/21,05:00:00,33296.1,31499.2
07/27/21,05:15:00,33296.1,31440.1
07/27/21,05:30:00,33296.1,31384.7
07/27/21,05:45:00,33296.1,31474.9
07/27/21,06:00:00,33296.1,31188.9
07/27/21,06:15:00,33296.1,31083.4
07/27/21,06:30:00,33296.1,30948.5
07/27/21,06:45:00,33296.1,30941.8
07/27/21,07:00:00,33296.1,30972.1
07/27/21,07:15:00,33296.1,30948.5
07/27/21,07:30:00,33296.1,31076.7
