Date,Time,Abs Pres (kPa) c:1 2
09/02/21,11:35:00,109.304
09/02/21,11:40:00,109.696
09/02/21,11:45:00,110.075
09/02/21,11:50:00,110.470
09/02/21,11:55:00,110.818
09/02/21,12:00:00,111.182
09/02/21,12:05:00,111.530
09/02/21,12:10:00,111.878
09/02/21,12:15:00,112.222
09/02/21,12:20:00,112.583
09/02/21,12:25:00,112.931
09/02/21,12:30:00,113.292
09/02/21,12:35:00,113.669
09/02/21,12:40:00,114.062
09/02/21,12:45:00,114.443
09/02/21,12:50:00,114.820
09/02/21,12:55:00,115.209
09/02/21,13:00:00,115.568
09/02/21,13:05:00,115.954
09/02/21,13:10:00,116.347
09/02/21,13:15:00,116.741
09/02/21,13:20:00,117.135
09/02/21,13:25:00,117.548
09/02/21,13:30:00,117.957
09/02/21,13:35:00,118.355
09/02/21,13:40:00,118.768
09/02/21,13:45:00,119.150
09/02/21,13:50:00,119.544
09/02/21,13:55:00,119.910
09/02/21,14:00:00,120.277
09/02/21,14:05:00,120.611
09/02/21,14:10:00,120.898
09/02/21,14:15:00,121.216
09/02/21,14:20:00,121.487
09/02/21,14:25:00,121.758
09/02/21,14:30:00,121.997
09/02/21,14:35:00,122.208
09/02/21,14:40:00,122.448
09/02/21,14:45:00,122.639
09/02/21,14:50:00,122.831
09/02/21,14:55:00,123.086
09/02/21,15:00:00,123.309
09/02/21,15:05:00,123.453
09/02/21,15:10:00,123.677
09/02/21,15:15:00,123.852
09/02/21,15:20:00,124.076
09/02/21,15:25:00,124.299
09/02/21,15:30:00,124.507
09/02/21,15:35:00,124.715
09/02/21,15:40:00,124.942
09/02/21,15:45:00,125.134
09/02/21,15:50:00,125.326
09/02/21,15:55:00,125.470
09/02/21,16:00:00,125.630
09/02/21,16:05:00,125.774
09/02/21,16:10:00,125.886
09/02/21,16:15:00,125.966
09/02/21,16:20:00,126.030
09/02/21,16:25:00,126.094
09/02/21,16:30:00,126.110
09/02/21,16:35:00,126.129
09/02/21,16:40:00,126.129
09/02/21,16:45:00,126.097
09/02/21,16:50:00,126.065
09/02/21,16:55:00,125.985
09/02/21,17:00:00,125.937
09/02/21,17:05:00,125.861
09/02/21,17:10:00,125.765
09/02/21,17:15:00,125.653
09/02/21,17:20:00,125.573
09/02/21,17:25:00,125.461
09/02/21,17:30:00,125.397
09/02/21,17:35:00,125.301
09/02/21,17:40:00,125.221
09/02/21,17:45:00,125.094
09/02/21,17:50:00,125.014
09/02/21,17:55:00,124.918
09/02/21,18:00:00,124.854
09/02/21,18:05:00,124.758
09/02/21,18:10:00,124.662
09/02/21,18:15:00,124.566
09/02/21,18:20:00,124.486
09/02/21,18:25:00,124.406
09/02/21,18:30:00,124.310
09/02/21,18:35:00,124.231
09/02/21,18:40:00,124.135
09/02/21,18:45:00,124.071
09/02/21,18:50:00,123.991
09/02/21,18:55:00,123.927
09/02/21,19:00:00,123.847
09/02/21,19:05:00,123.751
09/02/21,19:10:00,123.671
09/02/21,19:15:00,123.576
09/02/21,19:20:00,123.512
09/02/21,19:25:00,123.384
09/02/21,19:30:00,123.288
09/02/21,19:35:00,123.192
09/02/21,19:40:00,123.081
09/02/21,19:45:00,123.001
09/02/21,19:50:00,122.873
09/02/21,19:55:00,122.762
09/02/21,20:00:00,122.650
09/02/21,20:05:00,122.570
09/02/21,20:10:00,122.490
09/02/21,20:15:00,122.395
09/02/21,20:20:00,122.299
09/02/21,20:25:00,122.203
09/02/21,20:30:00,122.155
09/02/21,20:35:00,122.076
09/02/21,20:40:00,122.012
09/02/21,20:45:00,121.964
09/02/21,20:50:00,121.932
09/02/21,20:55:00,121.900
09/02/21,21:00:00,121.884
09/02/21,21:05:00,121.916
09/02/21,21:10:00,121.916
09/02/21,21:15:00,121.916
09/02/21,21:20:00,121.964
09/02/21,21:25:00,121.980
09/02/21,21:30:00,121.996
09/02/21,21:35:00,122.012
09/02/21,21:40:00,122.028
09/02/21,21:45:00,122.044
09/02/21,21:50:00,122.076
09/02/21,21:55:00,122.076
09/02/21,22:00:00,122.076
09/02/21,22:05:00,122.060
09/02/21,22:10:00,122.079
09/02/21,22:15:00,122.063
09/02/21,22:20:00,122.031
09/02/21,22:25:00,122.031
09/02/21,22:30:00,122.015
09/02/21,22:35:00,121.999
09/02/21,22:40:00,121.999
09/02/21,22:45:00,121.999
09/02/21,22:50:00,121.983
09/02/21,22:55:00,121.888
09/02/21,23:00:00,121.872
09/02/21,23:05:00,121.856
09/02/21,23:10:00,121.856
09/02/21,23:15:00,121.820
09/02/21,23:20:00,121.820
09/02/21,23:25:00,121.820
09/02/21,23:30:00,121.836
09/02/21,23:35:00,121.836
09/02/21,23:40:00,121.852
09/02/21,23:45:00,121.868
09/02/21,23:50:00,121.868
09/02/21,23:55:00,121.884
09/03/21,00:00:00,121.900
09/03/21,00:05:00,121.932
09/03/21,00:10:00,121.980
09/03/21,00:15:00,122.012
09/03/21,00:20:00,122.060
09/03/21,00:25:00,122.092
09/03/21,00:30:00,122.155
09/03/21,00:35:00,122.187
09/03/21,00:40:00,122.235
09/03/21,00:45:00,122.251
09/03/21,00:50:00,122.283
09/03/21,00:55:00,122.331
09/03/21,01:00:00,122.347
09/03/21,01:05:00,122.363
09/03/21,01:10:00,122.379
09/03/21,01:15:00,122.411
09/03/21,01:20:00,122.411
09/03/21,01:25:00,122.395
09/03/21,01:30:00,122.347
09/03/21,01:35:00,122.283
09/03/21,01:40:00,122.235
09/03/21,01:45:00,122.139
09/03/21,01:50:00,122.060
09/03/21,01:55:00,121.948
09/03/21,02:00:00,121.836
09/03/21,02:05:00,121.712
09/03/21,02:10:00,121.569
09/03/21,02:15:00,121.394
09/03/21,02:20:00,121.250
09/03/21,02:25:00,121.075
09/03/21,02:30:00,120.947
09/03/21,02:35:00,120.836
09/03/21,02:40:00,120.676
09/03/21,02:45:00,120.521
09/03/21,02:50:00,120.330
09/03/21,02:55:00,120.170
09/03/21,03:00:00,120.011
09/03/21,03:05:00,119.852
09/03/21,03:10:00,119.693
09/03/21,03:15:00,119.553
09/03/21,03:20:00,119.413
09/03/21,03:25:00,119.238
09/03/21,03:30:00,119.054
09/03/21,03:35:00,118.899
09/03/21,03:40:00,118.724
09/03/21,03:45:00,118.568
09/03/21,03:50:00,118.368
09/03/21,03:55:00,118.161
09/03/21,04:00:00,117.942
09/03/21,04:05:00,117.752
09/03/21,04:10:00,117.513
09/03/21,04:15:00,117.243
09/03/21,04:20:00,116.992
09/03/21,04:25:00,116.738
09/03/21,04:30:00,116.452
09/03/21,04:35:00,116.170
09/03/21,04:40:00,115.900
09/03/21,04:45:00,115.582
09/03/21,04:50:00,115.281
09/03/21,04:55:00,114.960
09/03/21,05:00:00,114.624
09/03/21,05:05:00,114.307
09/03/21,05:10:00,113.986
09/03/21,05:15:00,113.669
09/03/21,05:20:00,113.349
09/03/21,05:25:00,113.045
09/03/21,05:30:00,112.712
09/03/21,05:35:00,112.424
09/03/21,05:40:00,112.108
09/03/21,05:45:00,111.788
09/03/21,05:50:00,111.500
09/03/21,05:55:00,111.228
09/03/21,06:00:00,110.924
09/03/21,06:05:00,110.636
09/03/21,06:10:00,110.352
09/03/21,06:15:00,110.064
09/03/21,06:20:00,109.780
09/03/21,06:25:00,109.512
09/03/21,06:30:00,109.259
09/03/21,06:35:00,108.991
09/03/21,06:40:00,108.735
09/03/21,06:45:00,108.467
09/03/21,06:50:00,108.215
09/03/21,06:55:00,107.962
09/03/21,07:00:00,107.710
09/03/21,07:05:00,107.455
09/03/21,07:10:00,107.218
09/03/21,07:15:00,106.982
09/03/21,07:20:00,106.714
09/03/21,07:25:00,106.475
09/03/21,07:30:00,106.223
09/03/21,07:35:00,106.003
09/03/21,07:40:00,105.751
09/03/21,07:45:00,105.546
09/03/21,07:50:00,105.326
09/03/21,07:55:00,105.122
09/03/21,08:00:00,104.917
09/03/21,08:05:00,104.713
09/03/21,08:10:00,104.527
09/03/21,08:15:00,104.338
09/03/21,08:20:00,104.165
09/03/21,08:25:00,104.008
09/03/21,08:30:00,103.823
09/03/21,08:35:00,103.681
09/03/21,08:40:00,103.543
09/03/21,08:45:00,103.386
09/03/21,08:50:00,103.263
09/03/21,08:55:00,103.125
09/03/21,09:00:00,103.018
09/03/21,09:05:00,102.911
09/03/21,09:10:00,102.833
09/03/21,09:15:00,102.729
09/03/21,09:20:00,101.679
09/03/21,09:25:00,101.694
09/03/21,09:30:00,101.699
09/03/21,09:35:00,101.702
09/03/21,09:40:00,101.701
09/03/21,09:45:00,101.679
09/03/21,09:50:00,101.682
09/03/21,09:55:00,101.664
09/03/21,10:00:00,101.563
09/03/21,10:05:00,101.488
09/03/21,10:10:00,101.466
09/03/21,10:15:00,101.416
09/03/21,10:20:00,101.419
09/03/21,10:25:00,101.406
09/03/21,10:30:00,101.409
09/03/21,10:35:00,101.412
09/03/21,10:40:00,101.403
09/03/21,10:45:00,101.381
09/03/21,10:50:00,101.403
09/03/21,10:55:00,101.384
09/03/21,11:00:00,101.393
09/03/21,11:05:00,101.233
09/03/21,11:10:00,102.508
09/03/21,11:15:00,102.396
09/03/21,11:20:00,102.319
09/03/21,11:25:00,102.425
09/03/21,11:30:00,101.230
