********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,Frequency,See Legend,C,Flag Code,%,Flag Code,mb,Flag Code,m/s,Flag Code,m/s,Flag Code,time, degrees,Flag Code,sd,Flag Code,millimoles/m2, Flag Code,mm,Flag Code
pdbpfmet,P,03/01/2021 05:15,0,1,15,,6.1,<0> ,87,<0> ,1017,<0> ,0.8,<0> ,1.6,<0> ,05:07,150,<0> ,26,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 05:30,0,1,15,,6.0,<0> ,87,<0> ,1017,<0> ,0.2,<0> ,0.2,<0> ,05:15,163,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 05:45,0,1,15,,5.7,<0> ,90,<0> ,1017,<0> ,0.7,<0> ,1.7,<0> ,05:33,28,<0> ,65,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 06:00,0,1,15,,5.8,<0> ,88,<0> ,1017,<0> ,1.0,<0> ,2.5,<0> ,05:58,164,<0> ,62,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 06:15,0,1,15,,5.7,<0> ,91,<0> ,1017,<0> ,0.4,<0> ,2.0,<0> ,06:00,311,<0> ,46,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 06:30,0,1,15,,5.6,<0> ,91,<0> ,1018,<0> ,0.9,<0> ,2.0,<0> ,06:25,294,<0> ,30,<0> ,0.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 06:45,0,1,15,,6.0,<0> ,88,<0> ,1018,<0> ,0.4,<0> ,1.4,<0> ,06:45,261,<0> ,83,<0> ,1.4,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 07:00,0,1,15,,5.9,<0> ,89,<0> ,1017,<0> ,1.2,<0> ,1.6,<0> ,06:46,107,<0> ,22,<0> ,4.6,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 07:15,0,1,15,,5.3,<0> ,91,<0> ,1017,<0> ,0.5,<0> ,1.6,<0> ,07:00,353,<0> ,48,<0> ,15.6,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 07:30,0,1,15,,6.0,<0> ,87,<0> ,1018,<0> ,0.4,<0> ,1.0,<0> ,07:24,294,<0> ,52,<0> ,25.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 07:45,0,1,15,,6.0,<0> ,87,<0> ,1018,<0> ,0.2,<0> ,1.1,<0> ,07:45,346,<0> ,31,<0> ,37.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 08:00,0,1,15,,5.5,<0> ,89,<0> ,1018,<0> ,1.1,<0> ,1.9,<0> ,07:54,75,<0> ,15,<0> ,54.5,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 08:15,0,1,15,,5.7,<0> ,90,<0> ,1018,<0> ,0.4,<0> ,1.0,<0> ,08:00,115,<0> ,12,<0> ,85.3,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 08:30,0,1,15,,6.2,<0> ,88,<0> ,1018,<0> ,1.0,<0> ,1.6,<0> ,08:19,119,<0> ,17,<0> ,106.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 08:45,0,1,15,,6.5,<0> ,87,<0> ,1018,<0> ,1.6,<0> ,2.3,<0> ,08:38,116,<0> ,8,<0> ,131.5,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 09:00,0,1,15,,6.8,<0> ,87,<0> ,1018,<0> ,0.8,<0> ,1.7,<0> ,08:47,134,<0> ,27,<0> ,155.6,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 09:15,0,1,15,,7.0,<0> ,85,<0> ,1018,<0> ,0.3,<0> ,1.0,<0> ,09:00,158,<0> ,16,<0> ,182.3,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 09:30,0,1,15,,7.5,<0> ,81,<0> ,1018,<0> ,0.5,<0> ,1.7,<0> ,09:29,233,<0> ,60,<0> ,283.9,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 09:45,0,1,15,,7.6,<0> ,78,<0> ,1018,<0> ,2.2,<0> ,3.7,<0> ,09:31,104,<0> ,14,<0> ,323.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 10:00,0,1,15,,7.6,<0> ,79,<0> ,1018,<0> ,2.7,<0> ,4.4,<0> ,09:50,97,<0> ,13,<0> ,351.2,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 10:15,0,1,15,,8.0,<0> ,79,<0> ,1018,<0> ,2.0,<0> ,3.7,<0> ,10:07,107,<0> ,31,<0> ,397.9,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 10:30,0,1,15,,8.4,<0> ,77,<0> ,1018,<0> ,2.3,<0> ,3.4,<0> ,10:23,109,<0> ,16,<0> ,500.4,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 10:45,0,1,15,,8.9,<0> ,75,<0> ,1018,<0> ,1.9,<0> ,3.1,<0> ,10:30,101,<0> ,13,<0> ,561.3,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 11:00,0,1,15,,9.3,<0> ,73,<0> ,1018,<0> ,1.0,<0> ,2.3,<0> ,10:54,67,<0> ,31,<0> ,476.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 11:15,0,1,15,,9.4,<0> ,73,<0> ,1018,<0> ,0.7,<0> ,1.6,<0> ,11:04,101,<0> ,35,<0> ,380.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 11:30,0,1,15,,9.7,<0> ,72,<0> ,1018,<0> ,1.0,<0> ,1.9,<0> ,11:17,156,<0> ,22,<0> ,455.2,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 11:45,0,1,15,,10.1,<0> ,73,<0> ,1018,<0> ,1.7,<0> ,3.4,<0> ,11:42,170,<0> ,21,<0> ,718.7,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 12:00,0,1,15,,10.7,<0> ,71,<0> ,1018,<0> ,2.0,<0> ,3.1,<0> ,11:46,147,<0> ,16,<0> ,944.5,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 12:15,0,1,15,,10.6,<0> ,72,<0> ,1018,<0> ,2.0,<0> ,3.4,<0> ,12:13,154,<0> ,18,<0> ,697.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 12:30,0,1,15,,10.5,<0> ,72,<0> ,1018,<0> ,1.3,<0> ,2.3,<0> ,12:16,164,<0> ,15,<0> ,521.2,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 12:45,0,1,15,,10.6,<0> ,73,<0> ,1018,<0> ,2.1,<0> ,3.5,<0> ,12:41,180,<0> ,14,<0> ,485.2,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 13:00,0,1,15,,10.6,<0> ,72,<0> ,1018,<0> ,2.6,<0> ,3.2,<0> ,12:47,181,<0> ,13,<0> ,437.8,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 13:15,0,1,15,,10.6,<0> ,73,<0> ,1018,<0> ,2.1,<0> ,3.2,<0> ,13:00,180,<0> ,11,<0> ,405.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 13:30,0,1,15,,10.6,<0> ,74,<0> ,1018,<0> ,2.0,<0> ,3.4,<0> ,13:16,180,<0> ,12,<0> ,330.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 13:45,0,1,15,,10.6,<0> ,73,<0> ,1018,<0> ,2.1,<0> ,3.2,<0> ,13:44,200,<0> ,10,<0> ,295.8,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 14:00,0,1,15,,10.4,<0> ,74,<0> ,1017,<0> ,2.2,<0> ,3.1,<0> ,13:53,195,<0> ,13,<0> ,255.8,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 14:15,0,1,15,,10.3,<0> ,75,<0> ,1017,<0> ,2.4,<0> ,3.2,<0> ,14:11,201,<0> ,9,<0> ,241.5,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 14:30,0,1,15,,10.5,<0> ,74,<0> ,1018,<0> ,2.3,<0> ,4.1,<0> ,14:19,229,<0> ,10,<0> ,208.5,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 14:45,0,1,15,,10.7,<0> ,71,<0> ,1018,<0> ,2.0,<0> ,3.5,<0> ,14:44,219,<0> ,13,<0> ,193.8,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 15:00,0,1,15,,10.7,<0> ,70,<0> ,1018,<0> ,1.7,<0> ,3.4,<0> ,14:45,243,<0> ,18,<0> ,172.8,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 15:15,0,1,15,,10.1,<0> ,75,<0> ,1018,<0> ,2.0,<0> ,2.9,<0> ,15:06,271,<0> ,9,<0> ,154.3,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 15:30,0,1,15,,9.9,<0> ,75,<0> ,1018,<0> ,1.5,<0> ,2.3,<0> ,15:15,281,<0> ,20,<0> ,161.4,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 15:45,0,1,15,,9.7,<0> ,79,<0> ,1018,<0> ,2.0,<0> ,2.9,<0> ,15:41,333,<0> ,14,<0> ,169.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 16:00,0,1,15,,9.1,<0> ,84,<0> ,1018,<0> ,1.6,<0> ,2.6,<0> ,15:45,326,<0> ,11,<0> ,190.2,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 16:15,0,1,15,,9.4,<0> ,83,<0> ,1018,<0> ,1.8,<0> ,3.4,<0> ,16:11,353,<0> ,14,<0> ,207.6,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 16:30,0,1,15,,9.0,<0> ,84,<0> ,1018,<0> ,2.0,<0> ,2.8,<0> ,16:24,348,<0> ,16,<0> ,145.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 16:45,0,1,15,,8.9,<0> ,84,<0> ,1018,<0> ,0.5,<0> ,1.4,<0> ,16:30,38,<0> ,8,<0> ,125.6,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 17:00,0,1,15,,9.2,<0> ,84,<0> ,1018,<0> ,0.2,<0> ,0.8,<0> ,16:48,92,<0> ,18,<0> ,116.1,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 17:15,0,1,15,,10.0,<0> ,80,<0> ,1018,<0> ,0.2,<0> ,0.2,<0> ,17:00,88,<0> ,20,<0> ,149.6,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 17:30,0,1,15,,9.9,<0> ,80,<0> ,1018,<0> ,0.9,<0> ,2.2,<0> ,17:27,110,<0> ,45,<0> ,91.9,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 17:45,0,1,15,,9.2,<0> ,84,<0> ,1018,<0> ,1.3,<0> ,1.7,<0> ,17:30,189,<0> ,13,<0> ,39.3,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 18:00,0,1,15,,8.5,<0> ,85,<0> ,1018,<0> ,0.9,<0> ,1.6,<0> ,17:52,191,<0> ,8,<0> ,11.2,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 18:15,0,1,15,,8.2,<0> ,85,<0> ,1018,<0> ,0.3,<0> ,0.8,<0> ,18:07,184,<0> ,2,<0> ,2.2,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 18:30,0,1,15,,7.8,<0> ,85,<0> ,1018,<0> ,0.3,<0> ,0.8,<0> ,18:23,199,<0> ,101,<0> ,0.4,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 18:45,0,1,15,,7.1,<0> ,91,<0> ,1018,<0> ,0.7,<0> ,1.7,<0> ,18:32,360,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 19:00,0,1,15,,6.6,<0> ,93,<0> ,1018,<0> ,0.4,<0> ,1.0,<0> ,18:45,21,<0> ,4,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 19:15,0,1,15,,6.8,<0> ,93,<0> ,1018,<0> ,0.2,<0> ,0.2,<0> ,19:00,261,<0> ,46,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 19:30,0,1,15,,7.3,<0> ,92,<0> ,1018,<0> ,0.2,<0> ,0.7,<0> ,19:16,316,<0> ,19,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 19:45,0,1,15,,7.0,<0> ,93,<0> ,1018,<0> ,0.7,<0> ,1.6,<0> ,19:39,80,<0> ,31,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 20:00,0,1,15,,6.3,<0> ,95,<0> ,1018,<0> ,1.0,<0> ,1.3,<0> ,19:50,148,<0> ,28,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 20:15,0,1,15,,6.3,<0> ,97,<0> ,1018,<0> ,1.0,<0> ,1.6,<0> ,20:13,180,<0> ,21,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 20:30,0,1,15,,6.2,<0> ,96,<0> ,1018,<0> ,1.1,<0> ,1.9,<0> ,20:20,148,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 20:45,0,1,15,,5.8,<0> ,95,<0> ,1018,<0> ,0.8,<0> ,1.4,<0> ,20:37,116,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 21:00,0,1,15,,5.4,<0> ,96,<0> ,1018,<0> ,0.6,<0> ,1.1,<0> ,20:45,126,<0> ,20,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 21:15,0,1,15,,6.0,<0> ,96,<0> ,1019,<0> ,1.1,<0> ,2.3,<0> ,21:13,136,<0> ,30,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 21:30,0,1,15,,6.8,<0> ,93,<0> ,1019,<0> ,1.1,<0> ,2.5,<0> ,21:29,198,<0> ,38,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 21:45,0,1,15,,7.2,<0> ,92,<0> ,1019,<0> ,1.9,<0> ,3.1,<0> ,21:36,222,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 22:00,0,1,15,,7.3,<0> ,90,<0> ,1019,<0> ,1.8,<0> ,4.6,<0> ,21:58,228,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 22:15,0,1,15,,7.3,<0> ,87,<0> ,1019,<0> ,2.7,<0> ,4.1,<0> ,22:00,235,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 22:30,0,1,15,,7.2,<0> ,86,<0> ,1019,<0> ,2.4,<0> ,3.2,<0> ,22:16,240,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 22:45,0,1,15,,7.1,<0> ,86,<0> ,1019,<0> ,2.7,<0> ,3.7,<0> ,22:36,238,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 23:00,0,1,15,,6.8,<0> ,86,<0> ,1019,<0> ,2.0,<0> ,3.2,<0> ,22:47,210,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 23:15,0,1,15,,6.1,<0> ,89,<0> ,1019,<0> ,2.1,<0> ,3.5,<0> ,23:13,198,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 23:30,0,1,15,,6.0,<0> ,88,<0> ,1019,<0> ,1.4,<0> ,2.5,<0> ,23:15,194,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/01/2021 23:45,0,1,15,,6.1,<0> ,87,<0> ,1019,<0> ,2.3,<0> ,3.5,<0> ,23:33,196,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 00:00,0,1,15,,6.1,<0> ,86,<0> ,1019,<0> ,2.0,<0> ,4.6,<0> ,23:56,207,<0> ,20,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 00:15,0,1,15,,6.4,<0> ,85,<0> ,1019,<0> ,2.4,<0> ,4.0,<0> ,00:10,199,<0> ,21,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 00:30,0,1,15,,6.5,<0> ,85,<0> ,1018,<0> ,2.6,<0> ,4.6,<0> ,00:17,220,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 00:45,0,1,15,,6.4,<0> ,84,<0> ,1018,<0> ,3.2,<0> ,5.5,<0> ,00:42,230,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 01:00,0,1,15,,6.5,<0> ,84,<0> ,1019,<0> ,3.2,<0> ,4.7,<0> ,00:53,235,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 01:15,0,1,15,,6.5,<0> ,83,<0> ,1019,<0> ,2.3,<0> ,3.8,<0> ,01:06,229,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 01:30,0,1,15,,6.5,<0> ,83,<0> ,1019,<0> ,2.4,<0> ,4.3,<0> ,01:23,209,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 01:45,0,1,15,,6.5,<0> ,83,<0> ,1019,<0> ,1.4,<0> ,4.0,<0> ,01:30,210,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 02:00,0,1,15,,6.5,<0> ,82,<0> ,1019,<0> ,1.4,<0> ,2.8,<0> ,01:53,214,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 02:15,0,1,15,,6.4,<0> ,83,<0> ,1019,<0> ,1.8,<0> ,3.4,<0> ,02:03,218,<0> ,20,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 02:30,0,1,15,,6.2,<0> ,84,<0> ,1018,<0> ,0.5,<0> ,1.1,<0> ,02:15,139,<0> ,85,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 02:45,0,1,15,,6.1,<0> ,84,<0> ,1018,<0> ,0.3,<0> ,0.8,<0> ,02:30,160,<0> ,30,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 03:00,0,1,15,,6.0,<0> ,86,<0> ,1018,<0> ,1.0,<0> ,1.6,<0> ,02:56,118,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 03:15,0,1,15,,6.1,<0> ,85,<0> ,1018,<0> ,1.0,<0> ,1.6,<0> ,03:00,203,<0> ,23,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 03:30,0,1,15,,6.1,<0> ,84,<0> ,1018,<0> ,0.5,<0> ,1.6,<0> ,03:20,261,<0> ,26,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 03:45,0,1,15,,6.2,<0> ,83,<0> ,1018,<0> ,0.8,<0> ,1.9,<0> ,03:39,250,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 04:00,0,1,15,,6.1,<0> ,82,<0> ,1018,<0> ,2.4,<0> ,3.7,<0> ,03:47,261,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 04:15,0,1,15,,6.0,<0> ,83,<0> ,1018,<0> ,1.9,<0> ,3.2,<0> ,04:04,247,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 04:30,0,1,15,,5.8,<0> ,85,<0> ,1018,<0> ,1.5,<0> ,2.0,<0> ,04:16,239,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 04:45,0,1,15,,5.7,<0> ,84,<0> ,1018,<0> ,1.5,<0> ,2.3,<0> ,04:32,242,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 05:00,0,1,15,,5.6,<0> ,84,<0> ,1018,<0> ,1.3,<0> ,2.2,<0> ,04:54,237,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 05:15,0,1,15,,5.7,<0> ,82,<0> ,1018,<0> ,1.6,<0> ,3.1,<0> ,05:11,235,<0> ,23,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 05:30,0,1,15,,5.7,<0> ,82,<0> ,1018,<0> ,0.8,<0> ,2.5,<0> ,05:17,212,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 05:45,0,1,15,,5.1,<0> ,85,<0> ,1018,<0> ,1.3,<0> ,2.0,<0> ,05:37,177,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 06:00,0,1,15,,4.3,<0> ,88,<0> ,1018,<0> ,1.5,<0> ,2.0,<0> ,05:57,168,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 06:15,0,1,15,,3.9,<0> ,88,<0> ,1018,<0> ,1.4,<0> ,2.0,<0> ,06:02,170,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 06:30,0,1,15,,3.6,<0> ,92,<0> ,1018,<0> ,1.6,<0> ,2.0,<0> ,06:22,144,<0> ,8,<0> ,0.6,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 06:45,0,1,15,,3.8,<0> ,91,<0> ,1018,<0> ,1.6,<0> ,2.0,<0> ,06:40,150,<0> ,10,<0> ,1.8,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 07:00,0,1,15,,4.0,<0> ,90,<0> ,1018,<0> ,2.0,<0> ,2.6,<0> ,06:53,147,<0> ,11,<0> ,7.9,<0> ,0.0,<0> ,
pdbpfmet,P,03/02/2021 07:15,0,1,15,,4.3,<0> ,89,<0> ,1018,<0> ,2.0,<0> ,2.6,<0> ,07:02,170,<0> ,6,<0> ,23.9,<0> ,0.0,<0> ,
