Sensor:             7392-122893,,,
#,         Pacific Standard Time,  Dissolved Oxygen,   Temperature
488,           2021-07-25 15:00:00,8.87,22.057
489,           2021-07-25 16:15:00,9.413,21.138
490,           2021-07-25 16:30:00,9.934,21.062
491,           2021-07-25 16:45:00,11.238,16.166
492,           2021-07-25 17:00:00,11.714,14.388
493,           2021-07-25 17:15:00,11.949,13.786
494,           2021-07-25 17:30:00,12.042,13.576
495,           2021-07-25 17:45:00,12.083,13.558
496,           2021-07-25 18:00:00,12.136,13.567
497,           2021-07-25 18:15:00,12.283,13.321
498,           2021-07-25 18:30:00,12.36,13.162
499,           2021-07-25 18:45:00,12.458,13.039
500,           2021-07-25 19:00:00,12.431,13.004
501,           2021-07-25 19:15:00,12.415,13.012
502,           2021-07-25 19:30:00,12.249,13.092
503,           2021-07-25 19:45:00,12.082,13.162
504,           2021-07-25 20:00:00,11.911,13.259
505,           2021-07-25 20:15:00,11.743,13.356
506,           2021-07-25 20:30:00,11.572,13.418
507,           2021-07-25 20:45:00,11.419,13.435
508,           2021-07-25 21:00:00,11.262,13.479
509,           2021-07-25 21:15:00,11.14,13.444
510,           2021-07-25 21:30:00,10.993,13.523
511,           2021-07-25 21:45:00,10.728,13.576
512,           2021-07-25 22:00:00,10.49,13.567
513,           2021-07-25 22:15:00,10.184,13.698
514,           2021-07-25 22:30:00,9.919,13.821
515,           2021-07-25 22:45:00,9.639,14.144
516,           2021-07-25 23:00:00,9.4,14.492
517,           2021-07-25 23:15:00,9.182,14.952
518,           2021-07-25 23:30:00,9.012,15.461
519,           2021-07-25 23:45:00,8.895,15.814
520,           2021-07-26 00:00:00,8.787,16.226
521,           2021-07-26 00:15:00,8.712,16.774
522,           2021-07-26 00:30:00,8.727,17.149
523,           2021-07-26 00:45:00,8.73,17.388
524,           2021-07-26 01:00:00,8.792,17.541
525,           2021-07-26 01:15:00,8.801,17.626
526,           2021-07-26 01:30:00,8.842,17.694
527,           2021-07-26 01:45:00,8.937,17.626
528,           2021-07-26 02:00:00,9.006,17.728
529,           2021-07-26 02:15:00,9.122,17.788
530,           2021-07-26 02:30:00,9.266,17.669
531,           2021-07-26 02:45:00,9.394,17.643
532,           2021-07-26 03:00:00,9.446,17.558
533,           2021-07-26 03:15:00,9.551,17.397
534,           2021-07-26 03:30:00,9.651,16.911
535,           2021-07-26 03:45:00,9.817,16.218
536,           2021-07-26 04:00:00,9.911,15.72
537,           2021-07-26 04:15:00,9.959,15.504
538,           2021-07-26 04:30:00,10.055,15.125
539,           2021-07-26 04:45:00,10.215,14.205
540,           2021-07-26 05:00:00,10.257,13.707
541,           2021-07-26 05:15:00,10.184,13.628
542,           2021-07-26 05:30:00,10.103,13.505
543,           2021-07-26 05:45:00,9.96,13.453
544,           2021-07-26 06:00:00,9.791,13.47
545,           2021-07-26 06:15:00,9.621,13.532
546,           2021-07-26 06:30:00,9.509,13.532
547,           2021-07-26 06:45:00,9.378,13.549
548,           2021-07-26 07:00:00,9.277,13.549
549,           2021-07-26 07:15:00,9.128,13.602
550,           2021-07-26 07:30:00,8.982,13.628
551,           2021-07-26 07:45:00,8.775,13.725
552,           2021-07-26 08:00:00,8.432,15.194
553,           2021-07-26 08:15:00,8.241,15.917
554,           2021-07-26 08:30:00,8.165,16.089
555,           2021-07-26 08:45:00,8.087,16.132
556,           2021-07-26 09:00:00,8.061,16.012
557,           2021-07-26 09:15:00,8.022,16.08
558,           2021-07-26 09:30:00,7.981,16.389
559,           2021-07-26 09:45:00,7.92,16.885
560,           2021-07-26 10:00:00,7.843,17.448
561,           2021-07-26 10:15:00,7.737,18.433
562,           2021-07-26 10:30:00,7.599,19.525
563,           2021-07-26 10:45:00,7.489,20.64
564,           2021-07-26 11:00:00,7.409,21.576
565,           2021-07-26 11:15:00,7.39,22.327
566,           2021-07-26 11:30:00,7.382,22.79
567,           2021-07-26 11:45:00,7.52,23.06
568,           2021-07-26 12:00:00,7.713,23.246
569,           2021-07-26 12:15:00,8.005,23.001
570,           2021-07-26 12:30:00,8.471,20.007
571,           2021-07-26 12:45:00,8.602,19.272
572,           2021-07-26 13:00:00,8.633,19.06
573,           2021-07-26 13:15:00,8.635,19.018
574,           2021-07-26 13:30:00,8.578,19.246
575,           2021-07-26 13:45:00,8.546,19.525
576,           2021-07-26 14:00:00,8.504,19.779
577,           2021-07-26 14:15:00,8.461,20.167
578,           2021-07-26 14:30:00,8.399,20.438
579,           2021-07-26 14:45:00,8.349,20.775
