"Plot Title: SA_C_Oxygen"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 10441886, SEN S/N: 10441886)","Temp, °C (LGR S/N: 10441886, SEN S/N: 10441886)"
233,07/23/21 12:00:00 AM,9.11,13.86
234,07/23/21 12:15:00 AM,10.13,14.06
235,07/23/21 12:30:00 AM,10.74,14.28
236,07/23/21 12:45:00 AM,10.71,14.44
237,07/23/21 01:00:00 AM,10.66,14.56
238,07/23/21 01:15:00 AM,10.49,14.66
239,07/23/21 01:30:00 AM,10.92,14.78
240,07/23/21 01:45:00 AM,10.11,14.80
241,07/23/21 02:00:00 AM,10.35,14.82
242,07/23/21 02:15:00 AM,10.77,14.92
243,07/23/21 02:30:00 AM,10.51,14.98
244,07/23/21 02:45:00 AM,10.95,15.08
245,07/23/21 03:00:00 AM,11.15,15.24
246,07/23/21 03:15:00 AM,11.43,15.42
247,07/23/21 03:30:00 AM,11.48,15.58
248,07/23/21 03:45:00 AM,11.36,15.78
249,07/23/21 04:00:00 AM,11.54,15.94
250,07/23/21 04:15:00 AM,11.45,16.00
251,07/23/21 04:30:00 AM,11.22,15.92
252,07/23/21 04:45:00 AM,11.32,15.88
253,07/23/21 05:00:00 AM,11.44,16.00
254,07/23/21 05:15:00 AM,11.49,16.20
255,07/23/21 05:30:00 AM,11.65,16.48
256,07/23/21 05:45:00 AM,11.62,16.84
257,07/23/21 06:00:00 AM,11.61,17.02
258,07/23/21 06:15:00 AM,11.53,16.90
259,07/23/21 06:30:00 AM,11.55,16.86
260,07/23/21 06:45:00 AM,11.58,17.02
261,07/23/21 07:00:00 AM,11.36,17.14
262,07/23/21 07:15:00 AM,11.19,17.14
263,07/23/21 07:30:00 AM,11.37,17.40
264,07/23/21 07:45:00 AM,11.58,17.94
265,07/23/21 08:00:00 AM,11.19,18.60
266,07/23/21 08:15:00 AM,10.84,18.84
267,07/23/21 08:30:00 AM,10.37,18.98
268,07/23/21 08:45:00 AM,9.91,19.12
269,07/23/21 09:00:00 AM,9.77,19.20
270,07/23/21 09:15:00 AM,9.88,19.24
271,07/23/21 09:30:00 AM,10.83,19.24
272,07/23/21 09:45:00 AM,12.13,19.04
273,07/23/21 10:00:00 AM,12.92,19.02
274,07/23/21 10:15:00 AM,14.19,19.26
275,07/23/21 10:30:00 AM,12.74,22.60
276,07/23/21 10:45:00 AM,8.29,22.54
277,07/23/21 11:00:00 AM,8.43,22.60
278,07/23/21 11:15:00 AM,8.15,24.66
279,07/23/21 11:30:00 AM,8.05,25.24
280,07/23/21 11:45:00 AM,7.89,26.60
281,07/23/21 12:00:00 PM,7.87,27.12
282,07/23/21 12:15:00 PM,7.74,26.94
283,07/23/21 12:30:00 PM,8.10,25.62
284,07/23/21 12:45:00 PM,8.30,24.70
285,07/23/21 01:00:00 PM,8.36,25.76
286,07/23/21 01:15:00 PM,8.28,26.24
287,07/23/21 01:30:00 PM,19.80,25.66
288,07/23/21 01:45:00 PM,18.86,23.34
289,07/23/21 02:00:00 PM,18.18,21.96
290,07/23/21 02:15:00 PM,18.08,21.38
291,07/23/21 02:30:00 PM,18.71,21.70
292,07/23/21 02:45:00 PM,19.34,21.50
293,07/23/21 03:00:00 PM,18.19,20.42
294,07/23/21 03:15:00 PM,15.93,18.14
295,07/23/21 03:30:00 PM,13.71,15.48
296,07/23/21 03:45:00 PM,12.95,14.26
297,07/23/21 04:00:00 PM,12.25,14.10
298,07/23/21 04:15:00 PM,11.30,13.76
299,07/23/21 04:30:00 PM,10.94,13.62
300,07/23/21 04:45:00 PM,10.52,13.36
301,07/23/21 05:00:00 PM,10.53,13.16
302,07/23/21 05:15:00 PM,10.44,13.06
303,07/23/21 05:30:00 PM,10.51,13.10
304,07/23/21 05:45:00 PM,10.63,13.16
305,07/23/21 06:00:00 PM,10.94,13.18
306,07/23/21 06:15:00 PM,11.15,13.22
307,07/23/21 06:30:00 PM,10.95,13.24
308,07/23/21 06:45:00 PM,10.99,13.24
309,07/23/21 07:00:00 PM,10.84,13.26
310,07/23/21 07:15:00 PM,10.93,13.28
311,07/23/21 07:30:00 PM,10.83,13.32
312,07/23/21 07:45:00 PM,10.74,13.34
313,07/23/21 08:00:00 PM,10.60,13.34
314,07/23/21 08:15:00 PM,10.48,13.36
315,07/23/21 08:30:00 PM,10.46,13.36
316,07/23/21 08:45:00 PM,10.58,13.36
317,07/23/21 09:00:00 PM,10.53,13.36
318,07/23/21 09:15:00 PM,10.86,13.36
319,07/23/21 09:30:00 PM,10.68,13.36
320,07/23/21 09:45:00 PM,10.65,13.36
321,07/23/21 10:00:00 PM,10.55,13.38
322,07/23/21 10:15:00 PM,10.56,13.38
323,07/23/21 10:30:00 PM,10.41,13.40
324,07/23/21 10:45:00 PM,9.88,13.40
325,07/23/21 11:00:00 PM,9.86,13.40
326,07/23/21 11:15:00 PM,9.78,13.40
327,07/23/21 11:30:00 PM,10.06,13.42
328,07/23/21 11:45:00 PM,10.11,13.40
329,07/24/21 12:00:00 AM,10.10,13.42
330,07/24/21 12:15:00 AM,10.16,13.44
331,07/24/21 12:30:00 AM,10.04,13.46
332,07/24/21 12:45:00 AM,10.02,13.50
333,07/24/21 01:00:00 AM,9.76,13.54
334,07/24/21 01:15:00 AM,9.74,13.56
335,07/24/21 01:30:00 AM,9.70,13.58
336,07/24/21 01:45:00 AM,9.65,13.58
337,07/24/21 02:00:00 AM,9.57,13.58
338,07/24/21 02:15:00 AM,9.43,13.60
339,07/24/21 02:30:00 AM,9.64,13.62
340,07/24/21 02:45:00 AM,9.40,13.62
341,07/24/21 03:00:00 AM,9.22,13.64
342,07/24/21 03:15:00 AM,9.14,13.66
343,07/24/21 03:30:00 AM,9.12,13.66
344,07/24/21 03:45:00 AM,9.03,13.68
345,07/24/21 04:00:00 AM,8.96,13.70
346,07/24/21 04:15:00 AM,8.79,13.74
347,07/24/21 04:30:00 AM,8.58,13.78
348,07/24/21 04:45:00 AM,8.51,13.80
349,07/24/21 05:00:00 AM,8.27,13.80
350,07/24/21 05:15:00 AM,8.06,13.80
351,07/24/21 05:30:00 AM,8.02,13.82
352,07/24/21 05:45:00 AM,7.63,13.84
353,07/24/21 06:00:00 AM,7.80,13.92
354,07/24/21 06:15:00 AM,10.60,14.92
355,07/24/21 06:30:00 AM,12.44,15.88
356,07/24/21 06:45:00 AM,13.10,16.36
357,07/24/21 07:00:00 AM,13.77,16.80
358,07/24/21 07:15:00 AM,14.11,17.18
359,07/24/21 07:30:00 AM,14.50,17.68
360,07/24/21 07:45:00 AM,14.70,17.96
361,07/24/21 08:00:00 AM,14.72,18.30
362,07/24/21 08:15:00 AM,14.07,18.42
363,07/24/21 08:30:00 AM,13.13,18.72
364,07/24/21 08:45:00 AM,13.24,19.16
365,07/24/21 09:00:00 AM,13.01,19.54
366,07/24/21 09:15:00 AM,13.03,19.66
367,07/24/21 09:30:00 AM,13.08,19.88
368,07/24/21 09:45:00 AM,13.11,20.24
369,07/24/21 10:00:00 AM,13.94,20.64
370,07/24/21 10:15:00 AM,15.90,20.72
371,07/24/21 10:30:00 AM,15.34,20.54
372,07/24/21 10:45:00 AM,15.81,20.70
373,07/24/21 11:00:00 AM,18.01,21.06
374,07/24/21 11:15:00 AM,15.81,22.12
375,07/24/21 11:30:00 AM,16.91,22.44
376,07/24/21 11:45:00 AM,8.77,21.94
377,07/24/21 12:00:00 PM,8.88,21.20
378,07/24/21 12:15:00 PM,8.94,21.34
379,07/24/21 12:30:00 PM,8.81,21.94
380,07/24/21 12:45:00 PM,8.80,22.04
381,07/24/21 01:00:00 PM,8.89,21.64
382,07/24/21 01:15:00 PM,8.99,21.30
383,07/24/21 01:30:00 PM,9.03,21.42
384,07/24/21 01:45:00 PM,8.97,21.56
385,07/24/21 02:00:00 PM,13.79,21.48
386,07/24/21 02:15:00 PM,20.21,24.34
387,07/24/21 02:30:00 PM,19.10,23.94
388,07/24/21 02:45:00 PM,20.67,22.86
389,07/24/21 03:00:00 PM,20.85,22.62
390,07/24/21 03:15:00 PM,21.49,22.90
391,07/24/21 03:30:00 PM,20.74,22.16
392,07/24/21 03:45:00 PM,17.95,20.32
393,07/24/21 04:00:00 PM,15.30,17.88
394,07/24/21 04:15:00 PM,13.72,15.88
395,07/24/21 04:30:00 PM,13.60,15.22
396,07/24/21 04:45:00 PM,13.12,14.92
397,07/24/21 05:00:00 PM,12.36,14.44
398,07/24/21 05:15:00 PM,12.27,14.14
399,07/24/21 05:30:00 PM,12.32,14.20
400,07/24/21 05:45:00 PM,12.27,14.14
401,07/24/21 06:00:00 PM,12.16,14.02
402,07/24/21 06:15:00 PM,12.15,13.86
403,07/24/21 06:30:00 PM,12.12,13.80
404,07/24/21 06:45:00 PM,12.16,13.78
405,07/24/21 07:00:00 PM,12.06,13.76
406,07/24/21 07:15:00 PM,12.09,13.76
407,07/24/21 07:30:00 PM,12.06,13.76
408,07/24/21 07:45:00 PM,12.14,13.76
409,07/24/21 08:00:00 PM,12.04,13.76
410,07/24/21 08:15:00 PM,11.92,13.80
411,07/24/21 08:30:00 PM,11.86,13.80
412,07/24/21 08:45:00 PM,11.90,13.80
413,07/24/21 09:00:00 PM,11.84,13.82
414,07/24/21 09:15:00 PM,11.88,13.86
415,07/24/21 09:30:00 PM,11.76,13.90
416,07/24/21 09:45:00 PM,11.75,13.96
417,07/24/21 10:00:00 PM,11.62,14.00
418,07/24/21 10:15:00 PM,11.55,14.04
419,07/24/21 10:30:00 PM,11.52,14.06
420,07/24/21 10:45:00 PM,11.51,14.08
421,07/24/21 11:00:00 PM,11.44,14.14
422,07/24/21 11:15:00 PM,11.38,14.30
423,07/24/21 11:30:00 PM,11.78,14.58
424,07/24/21 11:45:00 PM,11.98,14.90
425,07/25/21 12:00:00 AM,12.57,15.50
426,07/25/21 12:15:00 AM,13.07,16.14
427,07/25/21 12:30:00 AM,13.82,16.92
428,07/25/21 12:45:00 AM,14.29,17.58
429,07/25/21 01:00:00 AM,14.30,17.90
430,07/25/21 01:15:00 AM,14.15,18.06
431,07/25/21 01:30:00 AM,14.38,18.14
432,07/25/21 01:45:00 AM,13.91,18.10
433,07/25/21 02:00:00 AM,14.05,18.06
434,07/25/21 02:15:00 AM,13.81,17.94
435,07/25/21 02:30:00 AM,13.23,17.74
436,07/25/21 02:45:00 AM,12.98,17.50
437,07/25/21 03:00:00 AM,13.17,17.30
438,07/25/21 03:15:00 AM,13.13,17.22
439,07/25/21 03:30:00 AM,12.52,17.18
440,07/25/21 03:45:00 AM,12.74,17.14
441,07/25/21 04:00:00 AM,12.84,17.12
442,07/25/21 04:15:00 AM,12.70,17.12
443,07/25/21 04:30:00 AM,12.65,17.04
444,07/25/21 04:45:00 AM,12.51,16.94
445,07/25/21 05:00:00 AM,12.58,16.92
446,07/25/21 05:15:00 AM,12.62,16.90
447,07/25/21 05:30:00 AM,12.71,16.86
448,07/25/21 05:45:00 AM,12.57,16.82
449,07/25/21 06:00:00 AM,12.39,16.62
450,07/25/21 06:15:00 AM,12.28,16.42
451,07/25/21 06:30:00 AM,12.23,16.46
452,07/25/21 06:45:00 AM,12.33,16.60
453,07/25/21 07:00:00 AM,12.44,16.80
454,07/25/21 07:15:00 AM,12.45,16.98
455,07/25/21 07:30:00 AM,12.61,17.14
456,07/25/21 07:45:00 AM,12.83,17.42
457,07/25/21 08:00:00 AM,12.85,17.74
458,07/25/21 08:15:00 AM,12.80,18.06
459,07/25/21 08:30:00 AM,12.88,18.34
460,07/25/21 08:45:00 AM,13.17,18.76
461,07/25/21 09:00:00 AM,13.51,19.30
462,07/25/21 09:15:00 AM,13.50,19.76
463,07/25/21 09:30:00 AM,13.42,20.12
464,07/25/21 09:45:00 AM,13.20,20.40
465,07/25/21 10:00:00 AM,13.02,20.74
466,07/25/21 10:15:00 AM,13.12,20.94
467,07/25/21 10:30:00 AM,12.68,21.12
468,07/25/21 10:45:00 AM,12.36,21.36
469,07/25/21 11:00:00 AM,12.67,21.60
470,07/25/21 11:15:00 AM,13.51,21.78
471,07/25/21 11:30:00 AM,15.15,22.04
472,07/25/21 11:45:00 AM,16.11,22.28
473,07/25/21 12:00:00 PM,16.92,22.60
474,07/25/21 12:15:00 PM,16.56,23.22
475,07/25/21 12:30:00 PM,18.97,23.00
476,07/25/21 12:45:00 PM,8.38,23.08
477,07/25/21 01:00:00 PM,8.61,23.00
478,07/25/21 01:15:00 PM,8.55,23.08
479,07/25/21 01:30:00 PM,8.49,23.62
480,07/25/21 01:45:00 PM,8.53,23.84
481,07/25/21 02:00:00 PM,8.47,24.20
482,07/25/21 02:15:00 PM,8.56,24.14
483,07/25/21 02:30:00 PM,21.40,24.04
484,07/25/21 02:45:00 PM,20.47,25.74
485,07/25/21 03:00:00 PM,18.69,25.06
486,07/25/21 03:15:00 PM,18.93,24.18
487,07/25/21 03:30:00 PM,19.29,23.76
488,07/25/21 03:45:00 PM,20.48,23.92
489,07/25/21 04:00:00 PM,19.98,23.68
490,07/25/21 04:15:00 PM,19.64,22.96
491,07/25/21 04:30:00 PM,17.35,20.52
492,07/25/21 04:45:00 PM,15.76,17.50
493,07/25/21 05:00:00 PM,14.15,15.44
494,07/25/21 05:15:00 PM,13.32,14.58
495,07/25/21 05:30:00 PM,12.75,14.30
496,07/25/21 05:45:00 PM,11.94,13.94
497,07/25/21 06:00:00 PM,11.26,13.64
498,07/25/21 06:15:00 PM,10.99,13.52
499,07/25/21 06:30:00 PM,10.83,13.44
500,07/25/21 06:45:00 PM,10.59,13.34
501,07/25/21 07:00:00 PM,10.53,13.26
502,07/25/21 07:15:00 PM,10.37,13.18
503,07/25/21 07:30:00 PM,10.16,13.16
504,07/25/21 07:45:00 PM,10.01,13.16
505,07/25/21 08:00:00 PM,9.97,13.16
506,07/25/21 08:15:00 PM,10.01,13.18
507,07/25/21 08:30:00 PM,10.01,13.20
508,07/25/21 08:45:00 PM,9.92,13.20
509,07/25/21 09:00:00 PM,9.70,13.24
510,07/25/21 09:15:00 PM,9.67,13.26
511,07/25/21 09:30:00 PM,9.56,13.30
512,07/25/21 09:45:00 PM,9.49,13.32
513,07/25/21 10:00:00 PM,9.99,13.40
514,07/25/21 10:15:00 PM,10.00,13.46
515,07/25/21 10:30:00 PM,10.13,13.50
516,07/25/21 10:45:00 PM,10.46,13.72
517,07/25/21 11:00:00 PM,10.85,14.18
518,07/25/21 11:15:00 PM,11.32,15.06
519,07/25/21 11:30:00 PM,11.96,15.84
520,07/25/21 11:45:00 PM,12.15,16.50
521,07/26/21 12:00:00 AM,11.91,17.04
522,07/26/21 12:15:00 AM,12.40,17.38
523,07/26/21 12:30:00 AM,12.32,17.56
524,07/26/21 12:45:00 AM,12.23,17.74
525,07/26/21 01:00:00 AM,12.20,17.82
526,07/26/21 01:15:00 AM,12.25,17.84
527,07/26/21 01:30:00 AM,12.20,17.86
528,07/26/21 01:45:00 AM,12.05,17.84
529,07/26/21 02:00:00 AM,12.11,17.78
530,07/26/21 02:15:00 AM,12.07,17.74
531,07/26/21 02:30:00 AM,11.79,17.68
532,07/26/21 02:45:00 AM,11.89,17.60
533,07/26/21 03:00:00 AM,11.91,17.48
534,07/26/21 03:15:00 AM,11.97,17.42
535,07/26/21 03:30:00 AM,12.03,17.40
536,07/26/21 03:45:00 AM,11.77,17.42
537,07/26/21 04:00:00 AM,11.72,17.40
538,07/26/21 04:15:00 AM,11.72,17.38
539,07/26/21 04:30:00 AM,11.31,17.32
540,07/26/21 04:45:00 AM,11.48,17.24
541,07/26/21 05:00:00 AM,11.52,17.16
542,07/26/21 05:15:00 AM,11.42,17.16
543,07/26/21 05:30:00 AM,11.46,17.22
544,07/26/21 05:45:00 AM,11.41,17.32
545,07/26/21 06:00:00 AM,11.41,17.40
546,07/26/21 06:15:00 AM,11.52,17.50
547,07/26/21 06:30:00 AM,11.51,17.60
548,07/26/21 06:45:00 AM,11.16,17.72
549,07/26/21 07:00:00 AM,10.49,17.70
550,07/26/21 07:15:00 AM,11.04,17.92
551,07/26/21 07:30:00 AM,11.38,18.16
