"Plot Title: BO_Oxygen"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20409019, SEN S/N: 20409019)","Temp, °C (LGR S/N: 20409019, SEN S/N: 20409019)"
91,07/21/21 12:30:00 PM,9.22,21.96
92,07/21/21 12:45:00 PM,9.20,22.14
93,07/21/21 01:00:00 PM,9.17,22.32
94,07/21/21 01:15:00 PM,9.14,22.50
95,07/21/21 01:30:00 PM,9.14,22.74
96,07/21/21 01:45:00 PM,9.09,22.96
97,07/21/21 02:00:00 PM,9.04,23.14
98,07/21/21 02:15:00 PM,9.02,23.30
99,07/21/21 02:30:00 PM,8.96,23.86
100,07/21/21 02:45:00 PM,9.00,24.30
101,07/21/21 03:00:00 PM,8.89,24.16
102,07/21/21 03:15:00 PM,8.78,24.50
103,07/21/21 03:30:00 PM,8.64,25.82
104,07/21/21 03:45:00 PM,8.70,24.94
105,07/21/21 04:00:00 PM,8.76,24.34
106,07/21/21 04:15:00 PM,8.83,23.96
107,07/21/21 04:30:00 PM,8.88,23.66
108,07/21/21 04:45:00 PM,8.92,23.46
109,07/21/21 05:00:00 PM,8.95,23.34
110,07/21/21 05:15:00 PM,8.98,23.24
111,07/21/21 05:30:00 PM,8.98,23.16
112,07/21/21 05:45:00 PM,8.99,23.10
113,07/21/21 06:00:00 PM,9.00,23.06
114,07/21/21 06:15:00 PM,9.00,23.02
115,07/21/21 06:30:00 PM,9.00,23.00
116,07/21/21 06:45:00 PM,9.00,22.98
117,07/21/21 07:00:00 PM,9.00,22.96
118,07/21/21 07:15:00 PM,9.01,22.96
119,07/21/21 07:30:00 PM,9.01,22.94
120,07/21/21 07:45:00 PM,9.01,22.92
121,07/21/21 08:00:00 PM,9.01,22.92
122,07/21/21 08:15:00 PM,9.02,22.92
123,07/21/21 08:30:00 PM,9.02,22.90
124,07/21/21 08:45:00 PM,9.01,22.90
125,07/21/21 09:00:00 PM,9.03,22.90
126,07/21/21 09:15:00 PM,9.03,22.90
127,07/21/21 09:30:00 PM,8.99,22.94
128,07/21/21 09:45:00 PM,9.01,22.94
129,07/21/21 10:00:00 PM,9.01,22.94
130,07/21/21 10:15:00 PM,9.01,22.92
131,07/21/21 10:30:00 PM,9.02,22.90
132,07/21/21 10:45:00 PM,9.03,22.88
133,07/21/21 11:00:00 PM,9.04,22.88
134,07/21/21 11:15:00 PM,9.03,22.86
135,07/21/21 11:30:00 PM,9.04,22.84
136,07/21/21 11:45:00 PM,9.05,22.82
137,07/22/21 12:00:00 AM,9.05,22.80
138,07/22/21 12:15:00 AM,9.06,22.78
139,07/22/21 12:30:00 AM,9.06,22.78
140,07/22/21 12:45:00 AM,9.08,22.74
141,07/22/21 01:00:00 AM,9.08,22.74
142,07/22/21 01:15:00 AM,9.08,22.72
143,07/22/21 01:30:00 AM,9.09,22.70
144,07/22/21 01:45:00 AM,9.09,22.66
145,07/22/21 02:00:00 AM,9.09,22.64
146,07/22/21 02:15:00 AM,9.10,22.62
147,07/22/21 02:30:00 AM,9.11,22.60
148,07/22/21 02:45:00 AM,9.10,22.58
149,07/22/21 03:00:00 AM,9.11,22.56
150,07/22/21 03:15:00 AM,9.11,22.52
151,07/22/21 03:30:00 AM,9.13,22.50
152,07/22/21 03:45:00 AM,9.13,22.46
153,07/22/21 04:00:00 AM,9.12,22.44
154,07/22/21 04:15:00 AM,9.13,22.40
155,07/22/21 04:30:00 AM,9.14,22.38
156,07/22/21 04:45:00 AM,9.14,22.34
157,07/22/21 05:00:00 AM,9.16,22.32
158,07/22/21 05:15:00 AM,9.14,22.26
159,07/22/21 05:30:00 AM,9.16,22.24
160,07/22/21 05:45:00 AM,9.16,22.20
161,07/22/21 06:00:00 AM,9.17,22.16
162,07/22/21 06:15:00 AM,9.17,22.14
163,07/22/21 06:30:00 AM,9.18,22.10
164,07/22/21 06:45:00 AM,9.18,22.06
165,07/22/21 07:00:00 AM,9.15,21.96
166,07/22/21 07:15:00 AM,9.15,21.82
167,07/22/21 07:30:00 AM,9.16,21.68
168,07/22/21 07:45:00 AM,9.19,21.56
169,07/22/21 08:00:00 AM,9.20,20.88
170,07/22/21 08:15:00 AM,9.20,21.10
171,07/22/21 08:30:00 AM,9.12,21.94
172,07/22/21 08:45:00 AM,9.23,21.66
173,07/22/21 09:00:00 AM,9.15,21.62
174,07/22/21 09:15:00 AM,9.05,22.08
175,07/22/21 09:30:00 AM,9.19,22.32
176,07/22/21 09:45:00 AM,9.02,22.90
177,07/22/21 10:00:00 AM,8.97,23.66
178,07/22/21 10:15:00 AM,8.99,23.10
179,07/22/21 10:30:00 AM,9.01,22.74
180,07/22/21 10:45:00 AM,9.08,22.40
181,07/22/21 11:00:00 AM,9.13,22.06
182,07/22/21 11:15:00 AM,9.23,21.66
183,07/22/21 11:30:00 AM,9.29,21.36
184,07/22/21 11:45:00 AM,9.44,21.60
185,07/22/21 12:00:00 PM,9.31,21.78
186,07/22/21 12:15:00 PM,9.25,22.30
187,07/22/21 12:30:00 PM,9.04,23.64
188,07/22/21 12:45:00 PM,8.89,25.64
189,07/22/21 01:00:00 PM,8.72,25.46
190,07/22/21 01:15:00 PM,8.36,26.98
191,07/22/21 01:30:00 PM,8.43,27.16
192,07/22/21 01:45:00 PM,8.32,27.46
193,07/22/21 02:00:00 PM,8.13,28.60
194,07/22/21 02:15:00 PM,8.01,29.72
195,07/22/21 02:30:00 PM,7.83,31.04
196,07/22/21 02:45:00 PM,7.62,32.54
197,07/22/21 03:00:00 PM,7.44,34.06
198,07/22/21 03:15:00 PM,7.28,35.42
199,07/22/21 03:30:00 PM,7.26,33.80
200,07/22/21 03:45:00 PM,7.52,30.52
201,07/22/21 04:00:00 PM,7.84,28.30
202,07/22/21 04:15:00 PM,8.13,26.74
203,07/22/21 04:30:00 PM,8.36,25.72
204,07/22/21 04:45:00 PM,8.52,24.94
205,07/22/21 05:00:00 PM,8.66,24.42
206,07/22/21 05:15:00 PM,8.74,24.04
207,07/22/21 05:30:00 PM,8.80,23.74
208,07/22/21 05:45:00 PM,8.85,23.54
209,07/22/21 06:00:00 PM,8.88,23.40
210,07/22/21 06:15:00 PM,8.91,23.30
211,07/22/21 06:30:00 PM,8.93,23.22
212,07/22/21 06:45:00 PM,8.94,23.18
213,07/22/21 07:00:00 PM,8.94,23.14
214,07/22/21 07:15:00 PM,8.95,23.12
215,07/22/21 07:30:00 PM,8.95,23.10
216,07/22/21 07:45:00 PM,8.95,23.08
217,07/22/21 08:00:00 PM,8.95,23.08
218,07/22/21 08:15:00 PM,8.96,23.08
219,07/22/21 08:30:00 PM,8.96,23.06
220,07/22/21 08:45:00 PM,8.96,23.06
221,07/22/21 09:00:00 PM,8.96,23.08
222,07/22/21 09:15:00 PM,8.95,23.08
223,07/22/21 09:30:00 PM,8.96,23.08
224,07/22/21 09:45:00 PM,8.97,23.06
225,07/22/21 10:00:00 PM,8.98,23.04
226,07/22/21 10:15:00 PM,8.99,23.04
227,07/22/21 10:30:00 PM,8.97,23.02
228,07/22/21 10:45:00 PM,8.99,23.00
229,07/22/21 11:00:00 PM,9.00,22.98
230,07/22/21 11:15:00 PM,9.01,22.98
231,07/22/21 11:30:00 PM,9.01,22.96
232,07/22/21 11:45:00 PM,9.02,22.96
233,07/23/21 12:00:00 AM,9.02,22.94
234,07/23/21 12:15:00 AM,9.03,22.92
235,07/23/21 12:30:00 AM,9.03,22.88
236,07/23/21 12:45:00 AM,9.03,22.86
237,07/23/21 01:00:00 AM,9.04,22.86
238,07/23/21 01:15:00 AM,9.05,22.82
239,07/23/21 01:30:00 AM,9.05,22.80
240,07/23/21 01:45:00 AM,9.06,22.78
241,07/23/21 02:00:00 AM,9.05,22.76
242,07/23/21 02:15:00 AM,9.08,22.74
243,07/23/21 02:30:00 AM,9.06,22.72
244,07/23/21 02:45:00 AM,9.08,22.68
245,07/23/21 03:00:00 AM,9.09,22.66
246,07/23/21 03:15:00 AM,9.09,22.64
247,07/23/21 03:30:00 AM,9.09,22.60
248,07/23/21 03:45:00 AM,9.09,22.58
249,07/23/21 04:00:00 AM,9.10,22.56
250,07/23/21 04:15:00 AM,9.11,22.54
251,07/23/21 04:30:00 AM,9.11,22.50
252,07/23/21 04:45:00 AM,9.12,22.48
253,07/23/21 05:00:00 AM,9.11,22.46
254,07/23/21 05:15:00 AM,9.13,22.44
255,07/23/21 05:30:00 AM,9.14,22.40
256,07/23/21 05:45:00 AM,9.13,22.38
257,07/23/21 06:00:00 AM,9.14,22.36
258,07/23/21 06:15:00 AM,9.15,22.34
259,07/23/21 06:30:00 AM,9.15,22.32
260,07/23/21 06:45:00 AM,9.14,22.28
261,07/23/21 07:00:00 AM,9.16,22.22
262,07/23/21 07:15:00 AM,9.17,22.12
263,07/23/21 07:30:00 AM,9.18,22.02
264,07/23/21 07:45:00 AM,9.20,21.92
265,07/23/21 08:00:00 AM,9.22,21.84
266,07/23/21 08:15:00 AM,9.23,21.76
267,07/23/21 08:30:00 AM,9.24,21.74
268,07/23/21 08:45:00 AM,9.26,21.70
269,07/23/21 09:00:00 AM,9.26,21.68
270,07/23/21 09:15:00 AM,9.26,21.64
271,07/23/21 09:30:00 AM,9.18,21.36
272,07/23/21 09:45:00 AM,9.26,20.94
273,07/23/21 10:00:00 AM,9.15,22.02
274,07/23/21 10:15:00 AM,8.73,24.90
275,07/23/21 10:30:00 AM,8.51,27.22
276,07/23/21 10:45:00 AM,8.23,28.60
277,07/23/21 11:00:00 AM,7.99,30.06
278,07/23/21 11:15:00 AM,7.77,31.44
279,07/23/21 11:30:00 AM,7.60,32.68
280,07/23/21 11:45:00 AM,7.44,33.78
281,07/23/21 12:00:00 PM,7.44,33.98
282,07/23/21 12:15:00 PM,7.34,32.14
283,07/23/21 12:30:00 PM,7.52,27.80
284,07/23/21 12:45:00 PM,12.38,22.82
285,07/23/21 01:00:00 PM,12.18,21.66
286,07/23/21 01:15:00 PM,10.43,22.32
287,07/23/21 01:30:00 PM,10.30,22.64
288,07/23/21 01:45:00 PM,10.14,22.52
289,07/23/21 02:00:00 PM,10.96,21.80
290,07/23/21 02:15:00 PM,13.26,22.14
291,07/23/21 02:30:00 PM,13.60,21.12
292,07/23/21 02:45:00 PM,14.70,20.08
293,07/23/21 03:00:00 PM,14.89,19.74
294,07/23/21 03:15:00 PM,14.99,18.38
295,07/23/21 03:30:00 PM,14.02,17.18
296,07/23/21 03:45:00 PM,13.40,15.70
297,07/23/21 04:00:00 PM,12.82,14.74
298,07/23/21 04:15:00 PM,12.93,14.26
299,07/23/21 04:30:00 PM,13.01,13.90
300,07/23/21 04:45:00 PM,12.80,13.64
301,07/23/21 05:00:00 PM,12.40,13.38
302,07/23/21 05:15:00 PM,12.06,13.22
303,07/23/21 05:30:00 PM,12.07,13.26
304,07/23/21 05:45:00 PM,12.04,13.32
305,07/23/21 06:00:00 PM,12.11,13.40
306,07/23/21 06:15:00 PM,11.98,13.58
307,07/23/21 06:30:00 PM,12.03,13.70
308,07/23/21 06:45:00 PM,11.68,13.76
309,07/23/21 07:00:00 PM,11.31,13.80
310,07/23/21 07:15:00 PM,10.66,13.84
311,07/23/21 07:30:00 PM,10.52,13.86
312,07/23/21 07:45:00 PM,10.65,13.88
313,07/23/21 08:00:00 PM,10.51,13.88
314,07/23/21 08:15:00 PM,10.65,13.88
315,07/23/21 08:30:00 PM,11.22,13.90
316,07/23/21 08:45:00 PM,9.64,13.92
317,07/23/21 09:00:00 PM,10.03,13.96
318,07/23/21 09:15:00 PM,9.21,14.00
319,07/23/21 09:30:00 PM,10.26,13.90
320,07/23/21 09:45:00 PM,10.57,13.84
321,07/23/21 10:00:00 PM,10.17,13.84
322,07/23/21 10:15:00 PM,10.32,13.84
323,07/23/21 10:30:00 PM,10.10,13.86
324,07/23/21 10:45:00 PM,10.35,13.86
325,07/23/21 11:00:00 PM,8.81,13.90
326,07/23/21 11:15:00 PM,8.62,13.94
327,07/23/21 11:30:00 PM,9.60,14.00
328,07/23/21 11:45:00 PM,9.37,14.04
329,07/24/21 12:00:00 AM,9.79,14.06
330,07/24/21 12:15:00 AM,9.94,14.08
331,07/24/21 12:30:00 AM,9.57,14.10
332,07/24/21 12:45:00 AM,8.15,14.14
333,07/24/21 01:00:00 AM,8.72,14.20
334,07/24/21 01:15:00 AM,9.94,14.28
335,07/24/21 01:30:00 AM,10.67,14.34
336,07/24/21 01:45:00 AM,10.89,14.46
337,07/24/21 02:00:00 AM,11.23,14.50
338,07/24/21 02:15:00 AM,11.19,14.46
339,07/24/21 02:30:00 AM,11.31,14.44
340,07/24/21 02:45:00 AM,11.20,14.42
341,07/24/21 03:00:00 AM,11.21,14.42
342,07/24/21 03:15:00 AM,10.77,14.42
343,07/24/21 03:30:00 AM,10.25,14.40
344,07/24/21 03:45:00 AM,9.71,14.40
345,07/24/21 04:00:00 AM,9.12,14.44
346,07/24/21 04:15:00 AM,9.43,14.44
347,07/24/21 04:30:00 AM,9.18,14.46
348,07/24/21 04:45:00 AM,8.68,14.42
349,07/24/21 05:00:00 AM,9.19,14.40
350,07/24/21 05:15:00 AM,9.30,14.38
351,07/24/21 05:30:00 AM,9.83,14.44
352,07/24/21 05:45:00 AM,10.45,14.52
353,07/24/21 06:00:00 AM,10.63,14.58
354,07/24/21 06:15:00 AM,10.85,14.68
355,07/24/21 06:30:00 AM,10.77,14.90
356,07/24/21 06:45:00 AM,10.77,15.24
357,07/24/21 07:00:00 AM,10.67,15.34
358,07/24/21 07:15:00 AM,10.55,15.44
359,07/24/21 07:30:00 AM,10.44,15.72
360,07/24/21 07:45:00 AM,10.31,16.20
361,07/24/21 08:00:00 AM,10.21,16.56
362,07/24/21 08:15:00 AM,10.12,16.88
363,07/24/21 08:30:00 AM,10.02,17.20
364,07/24/21 08:45:00 AM,9.75,17.36
365,07/24/21 09:00:00 AM,9.37,17.46
366,07/24/21 09:15:00 AM,9.20,17.68
367,07/24/21 09:30:00 AM,9.29,18.06
368,07/24/21 09:45:00 AM,9.50,18.72
369,07/24/21 10:00:00 AM,9.96,19.34
370,07/24/21 10:15:00 AM,10.22,19.80
371,07/24/21 10:30:00 AM,10.53,20.18
372,07/24/21 10:45:00 AM,10.78,20.54
373,07/24/21 11:00:00 AM,10.98,21.00
374,07/24/21 11:15:00 AM,10.91,21.42
375,07/24/21 11:30:00 AM,10.92,21.82
376,07/24/21 11:45:00 AM,10.84,22.22
377,07/24/21 12:00:00 PM,10.65,22.60
378,07/24/21 12:15:00 PM,10.68,22.96
379,07/24/21 12:30:00 PM,10.58,23.22
380,07/24/21 12:45:00 PM,11.14,23.22
381,07/24/21 01:00:00 PM,11.91,22.84
382,07/24/21 01:15:00 PM,12.85,21.42
383,07/24/21 01:30:00 PM,14.84,20.62
384,07/24/21 01:45:00 PM,11.68,23.04
385,07/24/21 02:00:00 PM,10.47,24.08
386,07/24/21 02:15:00 PM,9.65,24.64
387,07/24/21 02:30:00 PM,10.33,24.46
388,07/24/21 02:45:00 PM,11.87,23.92
389,07/24/21 03:00:00 PM,14.43,24.02
390,07/24/21 03:15:00 PM,15.07,21.96
391,07/24/21 03:30:00 PM,16.66,21.44
392,07/24/21 03:45:00 PM,16.17,20.60
393,07/24/21 04:00:00 PM,15.63,19.50
394,07/24/21 04:15:00 PM,15.76,18.14
395,07/24/21 04:30:00 PM,15.72,16.38
396,07/24/21 04:45:00 PM,15.47,15.06
397,07/24/21 05:00:00 PM,15.00,14.56
398,07/24/21 05:15:00 PM,14.61,14.54
399,07/24/21 05:30:00 PM,14.03,14.66
400,07/24/21 05:45:00 PM,13.78,14.88
401,07/24/21 06:00:00 PM,13.75,15.10
402,07/24/21 06:15:00 PM,13.80,15.28
403,07/24/21 06:30:00 PM,13.56,15.40
404,07/24/21 06:45:00 PM,13.51,15.48
405,07/24/21 07:00:00 PM,13.76,15.52
406,07/24/21 07:15:00 PM,13.85,15.40
407,07/24/21 07:30:00 PM,13.71,15.40
408,07/24/21 07:45:00 PM,13.81,15.40
409,07/24/21 08:00:00 PM,13.80,15.42
410,07/24/21 08:15:00 PM,13.77,15.46
411,07/24/21 08:30:00 PM,13.33,15.54
412,07/24/21 08:45:00 PM,13.06,15.56
413,07/24/21 09:00:00 PM,13.09,15.48
414,07/24/21 09:15:00 PM,12.76,15.38
415,07/24/21 09:30:00 PM,13.44,15.30
416,07/24/21 09:45:00 PM,13.43,15.26
417,07/24/21 10:00:00 PM,13.38,15.26
418,07/24/21 10:15:00 PM,13.43,15.26
419,07/24/21 10:30:00 PM,12.86,15.28
420,07/24/21 10:45:00 PM,12.15,15.30
421,07/24/21 11:00:00 PM,12.40,15.34
422,07/24/21 11:15:00 PM,11.90,15.38
423,07/24/21 11:30:00 PM,12.53,15.44
424,07/24/21 11:45:00 PM,11.94,15.52
425,07/25/21 12:00:00 AM,11.18,15.52
426,07/25/21 12:15:00 AM,10.89,15.52
427,07/25/21 12:30:00 AM,10.28,15.52
428,07/25/21 12:45:00 AM,10.36,15.52
429,07/25/21 01:00:00 AM,10.96,15.58
430,07/25/21 01:15:00 AM,11.91,15.62
431,07/25/21 01:30:00 AM,11.94,15.74
432,07/25/21 01:45:00 AM,12.01,15.92
433,07/25/21 02:00:00 AM,11.99,16.06
434,07/25/21 02:15:00 AM,11.80,16.16
435,07/25/21 02:30:00 AM,11.76,16.22
436,07/25/21 02:45:00 AM,11.62,16.22
437,07/25/21 03:00:00 AM,11.70,16.28
438,07/25/21 03:15:00 AM,12.00,16.30
439,07/25/21 03:30:00 AM,12.03,16.30
440,07/25/21 03:45:00 AM,11.94,16.26
441,07/25/21 04:00:00 AM,11.56,16.22
442,07/25/21 04:15:00 AM,11.36,16.18
443,07/25/21 04:30:00 AM,10.57,16.14
444,07/25/21 04:45:00 AM,10.20,16.14
445,07/25/21 05:00:00 AM,11.07,16.10
446,07/25/21 05:15:00 AM,10.64,16.10
447,07/25/21 05:30:00 AM,10.45,16.04
448,07/25/21 05:45:00 AM,10.77,15.90
449,07/25/21 06:00:00 AM,10.91,15.76
450,07/25/21 06:15:00 AM,10.54,15.68
451,07/25/21 06:30:00 AM,10.57,15.80
452,07/25/21 06:45:00 AM,10.53,16.00
453,07/25/21 07:00:00 AM,10.55,16.04
454,07/25/21 07:15:00 AM,10.61,16.00
455,07/25/21 07:30:00 AM,10.48,15.90
456,07/25/21 07:45:00 AM,10.26,16.06
457,07/25/21 08:00:00 AM,10.20,16.48
458,07/25/21 08:15:00 AM,10.27,16.82
459,07/25/21 08:30:00 AM,10.07,17.20
460,07/25/21 08:45:00 AM,9.95,17.44
461,07/25/21 09:00:00 AM,9.66,17.50
462,07/25/21 09:15:00 AM,9.15,17.66
463,07/25/21 09:30:00 AM,9.11,17.94
464,07/25/21 09:45:00 AM,9.11,18.26
465,07/25/21 10:00:00 AM,9.01,18.70
466,07/25/21 10:15:00 AM,9.23,19.40
467,07/25/21 10:30:00 AM,9.63,19.86
468,07/25/21 10:45:00 AM,9.96,20.18
469,07/25/21 11:00:00 AM,10.15,20.54
470,07/25/21 11:15:00 AM,10.33,20.84
471,07/25/21 11:30:00 AM,10.54,21.10
472,07/25/21 11:45:00 AM,10.76,21.40
473,07/25/21 12:00:00 PM,10.84,21.80
474,07/25/21 12:15:00 PM,10.88,22.18
475,07/25/21 12:30:00 PM,10.98,22.56
476,07/25/21 12:45:00 PM,10.70,23.00
477,07/25/21 01:00:00 PM,10.71,23.50
478,07/25/21 01:15:00 PM,10.72,23.86
479,07/25/21 01:30:00 PM,10.68,24.08
480,07/25/21 01:45:00 PM,10.63,24.22
481,07/25/21 02:00:00 PM,11.53,24.32
482,07/25/21 02:15:00 PM,13.08,24.98
483,07/25/21 02:30:00 PM,10.22,25.22
484,07/25/21 02:45:00 PM,9.83,25.38
485,07/25/21 03:00:00 PM,10.53,25.30
486,07/25/21 03:15:00 PM,11.46,24.76
487,07/25/21 03:30:00 PM,13.69,24.50
488,07/25/21 03:45:00 PM,13.94,23.20
489,07/25/21 04:00:00 PM,15.21,21.24
490,07/25/21 04:15:00 PM,14.99,19.94
491,07/25/21 04:30:00 PM,15.61,18.74
492,07/25/21 04:45:00 PM,14.93,17.84
493,07/25/21 05:00:00 PM,14.14,15.76
494,07/25/21 05:15:00 PM,14.33,14.68
495,07/25/21 05:30:00 PM,14.42,14.38
496,07/25/21 05:45:00 PM,14.45,14.16
497,07/25/21 06:00:00 PM,14.43,14.00
498,07/25/21 06:15:00 PM,14.28,13.86
499,07/25/21 06:30:00 PM,14.16,13.78
500,07/25/21 06:45:00 PM,14.01,13.74
501,07/25/21 07:00:00 PM,13.88,13.72
502,07/25/21 07:15:00 PM,13.73,13.72
503,07/25/21 07:30:00 PM,13.56,13.74
504,07/25/21 07:45:00 PM,13.08,13.78
505,07/25/21 08:00:00 PM,13.09,13.80
506,07/25/21 08:15:00 PM,12.97,13.80
507,07/25/21 08:30:00 PM,12.75,13.82
508,07/25/21 08:45:00 PM,12.19,13.86
509,07/25/21 09:00:00 PM,12.12,13.88
510,07/25/21 09:15:00 PM,12.95,13.92
511,07/25/21 09:30:00 PM,12.87,13.98
512,07/25/21 09:45:00 PM,12.71,14.08
513,07/25/21 10:00:00 PM,12.91,14.22
514,07/25/21 10:15:00 PM,12.65,14.32
515,07/25/21 10:30:00 PM,12.75,14.48
516,07/25/21 10:45:00 PM,12.43,14.72
517,07/25/21 11:00:00 PM,12.36,14.80
518,07/25/21 11:15:00 PM,11.93,14.86
519,07/25/21 11:30:00 PM,12.38,14.94
520,07/25/21 11:45:00 PM,12.08,14.98
521,07/26/21 12:00:00 AM,12.11,15.02
522,07/26/21 12:15:00 AM,12.30,15.08
523,07/26/21 12:30:00 AM,11.98,15.40
524,07/26/21 12:45:00 AM,12.13,15.30
525,07/26/21 01:00:00 AM,11.90,15.30
526,07/26/21 01:15:00 AM,10.15,15.32
527,07/26/21 01:30:00 AM,10.61,15.38
528,07/26/21 01:45:00 AM,11.65,15.46
529,07/26/21 02:00:00 AM,11.67,15.56
530,07/26/21 02:15:00 AM,11.97,15.50
531,07/26/21 02:30:00 AM,12.00,15.34
532,07/26/21 02:45:00 AM,12.11,15.12
533,07/26/21 03:00:00 AM,11.95,15.00
534,07/26/21 03:15:00 AM,11.71,14.92
535,07/26/21 03:30:00 AM,11.66,14.82
536,07/26/21 03:45:00 AM,11.61,14.70
537,07/26/21 04:00:00 AM,11.44,14.56
538,07/26/21 04:15:00 AM,11.38,14.42
539,07/26/21 04:30:00 AM,11.26,14.26
540,07/26/21 04:45:00 AM,11.09,14.18
541,07/26/21 05:00:00 AM,10.24,14.12
542,07/26/21 05:15:00 AM,10.15,14.08
543,07/26/21 05:30:00 AM,9.18,14.10
544,07/26/21 05:45:00 AM,8.79,14.10
545,07/26/21 06:00:00 AM,8.70,14.10
546,07/26/21 06:15:00 AM,8.32,14.10
547,07/26/21 06:30:00 AM,8.23,14.10
548,07/26/21 06:45:00 AM,7.69,14.12
549,07/26/21 07:00:00 AM,8.07,14.14
550,07/26/21 07:15:00 AM,8.64,14.16
551,07/26/21 07:30:00 AM,10.07,14.46
